Country,geometry
China,"<Point><coordinates>110.375,27.725</coordinates></Point>"
China,"<Point><coordinates>109.875,27.675</coordinates></Point>"
China,"<Point><coordinates>110.275,27.675</coordinates></Point>"
China,"<Point><coordinates>109.775,27.625</coordinates></Point>"
China,"<Point><coordinates>109.825,27.625</coordinates></Point>"
China,"<Point><coordinates>109.875,27.625</coordinates></Point>"
China,"<Point><coordinates>110.325,27.625</coordinates></Point>"
China,"<Point><coordinates>111.225,27.625</coordinates></Point>"
India,"<Point><coordinates>88.325,27.575</coordinates></Point>"
China,"<Point><coordinates>105.825,27.575</coordinates></Point>"
China,"<Point><coordinates>109.575,27.575</coordinates></Point>"
China,"<Point><coordinates>109.925,27.575</coordinates></Point>"
China,"<Point><coordinates>110.325,27.575</coordinates></Point>"
China,"<Point><coordinates>110.375,27.575</coordinates></Point>"
China,"<Point><coordinates>110.425,27.575</coordinates></Point>"
China,"<Point><coordinates>111.175,27.575</coordinates></Point>"
China,"<Point><coordinates>110.475,27.475</coordinates></Point>"
China,"<Point><coordinates>110.275,27.425</coordinates></Point>"
China,"<Point><coordinates>111.325,27.425</coordinates></Point>"
China,"<Point><coordinates>110.025,27.375</coordinates></Point>"
China,"<Point><coordinates>110.075,27.375</coordinates></Point>"
China,"<Point><coordinates>110.125,27.375</coordinates></Point>"
China,"<Point><coordinates>110.275,27.375</coordinates></Point>"
China,"<Point><coordinates>110.325,27.325</coordinates></Point>"
China,"<Point><coordinates>110.375,27.325</coordinates></Point>"
China,"<Point><coordinates>103.125,27.225</coordinates></Point>"
China,"<Point><coordinates>110.275,27.225</coordinates></Point>"
China,"<Point><coordinates>110.075,27.125</coordinates></Point>"
China,"<Point><coordinates>110.125,27.075</coordinates></Point>"
China,"<Point><coordinates>109.875,27.025</coordinates></Point>"
China,"<Point><coordinates>110.025,27.025</coordinates></Point>"
China,"<Point><coordinates>110.075,27.025</coordinates></Point>"
China,"<Point><coordinates>110.125,27.025</coordinates></Point>"
China,"<Point><coordinates>109.875,26.975</coordinates></Point>"
China,"<Point><coordinates>110.475,26.975</coordinates></Point>"
China,"<Point><coordinates>109.925,26.925</coordinates></Point>"
China,"<Point><coordinates>109.975,26.925</coordinates></Point>"
China,"<Point><coordinates>110.125,26.925</coordinates></Point>"
China,"<Point><coordinates>110.475,26.925</coordinates></Point>"
China,"<Point><coordinates>110.075,26.875</coordinates></Point>"
China,"<Point><coordinates>110.125,26.875</coordinates></Point>"
China,"<Point><coordinates>110.525,26.875</coordinates></Point>"
China,"<Point><coordinates>110.475,26.825</coordinates></Point>"
China,"<Point><coordinates>110.275,26.775</coordinates></Point>"
China,"<Point><coordinates>110.325,26.775</coordinates></Point>"
China,"<Point><coordinates>110.375,26.775</coordinates></Point>"
China,"<Point><coordinates>110.475,26.775</coordinates></Point>"
China,"<Point><coordinates>109.875,26.725</coordinates></Point>"
China,"<Point><coordinates>109.925,26.725</coordinates></Point>"
China,"<Point><coordinates>110.125,26.725</coordinates></Point>"
China,"<Point><coordinates>110.175,26.725</coordinates></Point>"
China,"<Point><coordinates>110.225,26.725</coordinates></Point>"
China,"<Point><coordinates>110.375,26.725</coordinates></Point>"
China,"<Point><coordinates>109.175,26.675</coordinates></Point>"
China,"<Point><coordinates>109.225,26.675</coordinates></Point>"
China,"<Point><coordinates>109.475,26.675</coordinates></Point>"
China,"<Point><coordinates>109.525,26.675</coordinates></Point>"
China,"<Point><coordinates>110.125,26.675</coordinates></Point>"
China,"<Point><coordinates>110.275,26.675</coordinates></Point>"
China,"<Point><coordinates>110.325,26.675</coordinates></Point>"
China,"<Point><coordinates>110.375,26.675</coordinates></Point>"
China,"<Point><coordinates>108.375,26.625</coordinates></Point>"
China,"<Point><coordinates>108.725,26.625</coordinates></Point>"
China,"<Point><coordinates>109.325,26.625</coordinates></Point>"
China,"<Point><coordinates>109.475,26.625</coordinates></Point>"
China,"<Point><coordinates>109.775,26.625</coordinates></Point>"
China,"<Point><coordinates>109.825,26.625</coordinates></Point>"
China,"<Point><coordinates>111.075,26.625</coordinates></Point>"
China,"<Point><coordinates>108.375,26.575</coordinates></Point>"
China,"<Point><coordinates>108.875,26.575</coordinates></Point>"
China,"<Point><coordinates>108.925,26.575</coordinates></Point>"
China,"<Point><coordinates>109.425,26.575</coordinates></Point>"
China,"<Point><coordinates>109.475,26.575</coordinates></Point>"
China,"<Point><coordinates>109.525,26.575</coordinates></Point>"
China,"<Point><coordinates>109.775,26.575</coordinates></Point>"
China,"<Point><coordinates>109.825,26.575</coordinates></Point>"
China,"<Point><coordinates>109.875,26.575</coordinates></Point>"
China,"<Point><coordinates>110.475,26.575</coordinates></Point>"
China,"<Point><coordinates>109.375,26.525</coordinates></Point>"
China,"<Point><coordinates>109.625,26.525</coordinates></Point>"
China,"<Point><coordinates>109.725,26.525</coordinates></Point>"
China,"<Point><coordinates>109.925,26.525</coordinates></Point>"
China,"<Point><coordinates>110.075,26.525</coordinates></Point>"
China,"<Point><coordinates>110.125,26.525</coordinates></Point>"
China,"<Point><coordinates>109.325,26.475</coordinates></Point>"
China,"<Point><coordinates>109.375,26.475</coordinates></Point>"
China,"<Point><coordinates>109.475,26.475</coordinates></Point>"
China,"<Point><coordinates>109.525,26.475</coordinates></Point>"
China,"<Point><coordinates>109.725,26.475</coordinates></Point>"
China,"<Point><coordinates>109.325,26.425</coordinates></Point>"
China,"<Point><coordinates>109.675,26.425</coordinates></Point>"
China,"<Point><coordinates>109.725,26.425</coordinates></Point>"
China,"<Point><coordinates>109.775,26.425</coordinates></Point>"
China,"<Point><coordinates>109.825,26.425</coordinates></Point>"
China,"<Point><coordinates>109.875,26.425</coordinates></Point>"
China,"<Point><coordinates>108.125,26.375</coordinates></Point>"
China,"<Point><coordinates>109.275,26.325</coordinates></Point>"
China,"<Point><coordinates>109.325,26.325</coordinates></Point>"
China,"<Point><coordinates>109.375,26.325</coordinates></Point>"
China,"<Point><coordinates>109.375,26.275</coordinates></Point>"
China,"<Point><coordinates>109.475,26.275</coordinates></Point>"
China,"<Point><coordinates>109.525,26.275</coordinates></Point>"
China,"<Point><coordinates>109.575,26.275</coordinates></Point>"
China,"<Point><coordinates>110.425,26.275</coordinates></Point>"
China,"<Point><coordinates>109.675,26.225</coordinates></Point>"
China,"<Point><coordinates>109.675,26.175</coordinates></Point>"
China,"<Point><coordinates>109.725,26.175</coordinates></Point>"
China,"<Point><coordinates>109.225,26.125</coordinates></Point>"
China,"<Point><coordinates>109.275,26.125</coordinates></Point>"
China,"<Point><coordinates>109.675,26.125</coordinates></Point>"
China,"<Point><coordinates>109.175,26.025</coordinates></Point>"
China,"<Point><coordinates>109.775,25.925</coordinates></Point>"
China,"<Point><coordinates>109.775,25.875</coordinates></Point>"
China,"<Point><coordinates>108.175,25.825</coordinates></Point>"
China,"<Point><coordinates>108.225,25.825</coordinates></Point>"
China,"<Point><coordinates>108.275,25.825</coordinates></Point>"
China,"<Point><coordinates>108.275,25.775</coordinates></Point>"
China,"<Point><coordinates>108.325,25.775</coordinates></Point>"
China,"<Point><coordinates>108.375,25.775</coordinates></Point>"
China,"<Point><coordinates>108.425,25.775</coordinates></Point>"
China,"<Point><coordinates>108.375,25.725</coordinates></Point>"
China,"<Point><coordinates>108.475,25.725</coordinates></Point>"
China,"<Point><coordinates>108.525,25.725</coordinates></Point>"
China,"<Point><coordinates>108.575,25.725</coordinates></Point>"
China,"<Point><coordinates>108.625,25.725</coordinates></Point>"
China,"<Point><coordinates>108.475,25.675</coordinates></Point>"
China,"<Point><coordinates>108.525,25.675</coordinates></Point>"
China,"<Point><coordinates>109.275,25.675</coordinates></Point>"
China,"<Point><coordinates>109.125,25.625</coordinates></Point>"
China,"<Point><coordinates>109.575,25.625</coordinates></Point>"
China,"<Point><coordinates>109.125,25.575</coordinates></Point>"
China,"<Point><coordinates>109.475,25.575</coordinates></Point>"
China,"<Point><coordinates>109.675,25.575</coordinates></Point>"
China,"<Point><coordinates>109.725,25.575</coordinates></Point>"
China,"<Point><coordinates>110.075,25.575</coordinates></Point>"
China,"<Point><coordinates>109.475,25.525</coordinates></Point>"
China,"<Point><coordinates>110.175,25.525</coordinates></Point>"
China,"<Point><coordinates>110.475,25.425</coordinates></Point>"
China,"<Point><coordinates>109.875,25.325</coordinates></Point>"
China,"<Point><coordinates>109.875,25.275</coordinates></Point>"
China,"<Point><coordinates>109.375,25.225</coordinates></Point>"
China,"<Point><coordinates>109.725,25.225</coordinates></Point>"
China,"<Point><coordinates>109.575,25.175</coordinates></Point>"
China,"<Point><coordinates>109.825,25.175</coordinates></Point>"
China,"<Point><coordinates>109.875,25.175</coordinates></Point>"
China,"<Point><coordinates>109.275,25.125</coordinates></Point>"
China,"<Point><coordinates>109.875,25.125</coordinates></Point>"
China,"<Point><coordinates>109.375,25.075</coordinates></Point>"
China,"<Point><coordinates>109.425,25.075</coordinates></Point>"
China,"<Point><coordinates>109.875,25.075</coordinates></Point>"
China,"<Point><coordinates>109.375,25.025</coordinates></Point>"
China,"<Point><coordinates>109.425,25.025</coordinates></Point>"
China,"<Point><coordinates>109.825,25.025</coordinates></Point>"
China,"<Point><coordinates>109.425,24.975</coordinates></Point>"
China,"<Point><coordinates>108.475,24.725</coordinates></Point>"
Japan,"<Point><coordinates>124.325,24.575</coordinates></Point>"
Taiwan,"<Point><coordinates>121.775,24.525</coordinates></Point>"
China,"<Point><coordinates>108.175,24.225</coordinates></Point>"
Mexico,"<Point><coordinates>-98.625,23.925</coordinates></Point>"
Vietnam,"<Point><coordinates>105.225,22.625</coordinates></Point>"
Vietnam,"<Point><coordinates>104.425,22.575</coordinates></Point>"
Vietnam,"<Point><coordinates>104.525,22.575</coordinates></Point>"
Vietnam,"<Point><coordinates>104.625,22.575</coordinates></Point>"
Vietnam,"<Point><coordinates>104.875,22.575</coordinates></Point>"
Vietnam,"<Point><coordinates>104.825,22.475</coordinates></Point>"
Myanmar,"<Point><coordinates>98.625,22.325</coordinates></Point>"
Myanmar,"<Point><coordinates>98.675,22.325</coordinates></Point>"
Myanmar,"<Point><coordinates>98.625,22.275</coordinates></Point>"
Vietnam,"<Point><coordinates>105.525,22.275</coordinates></Point>"
Vietnam,"<Point><coordinates>105.625,22.225</coordinates></Point>"
Vietnam,"<Point><coordinates>105.875,22.175</coordinates></Point>"
Vietnam,"<Point><coordinates>105.925,22.125</coordinates></Point>"
Vietnam,"<Point><coordinates>105.475,22.075</coordinates></Point>"
Laos,"<Point><coordinates>102.325,21.925</coordinates></Point>"
Cuba,"<Point><coordinates>-79.375,21.875</coordinates></Point>"
Vietnam,"<Point><coordinates>104.975,21.875</coordinates></Point>"
China,"<Point><coordinates>107.025,21.875</coordinates></Point>"
China,"<Point><coordinates>107.775,21.875</coordinates></Point>"
China,"<Point><coordinates>108.025,21.825</coordinates></Point>"
Vietnam,"<Point><coordinates>105.825,21.775</coordinates></Point>"
Vietnam,"<Point><coordinates>105.875,21.775</coordinates></Point>"
China,"<Point><coordinates>107.775,21.725</coordinates></Point>"
China,"<Point><coordinates>107.675,21.675</coordinates></Point>"
China,"<Point><coordinates>107.725,21.675</coordinates></Point>"
Vietnam,"<Point><coordinates>107.775,21.625</coordinates></Point>"
Vietnam,"<Point><coordinates>105.575,21.575</coordinates></Point>"
Vietnam,"<Point><coordinates>106.575,21.525</coordinates></Point>"
Vietnam,"<Point><coordinates>105.675,21.475</coordinates></Point>"
Vietnam,"<Point><coordinates>107.075,21.375</coordinates></Point>"
Vietnam,"<Point><coordinates>107.175,21.375</coordinates></Point>"
Vietnam,"<Point><coordinates>107.375,21.325</coordinates></Point>"
Vietnam,"<Point><coordinates>106.875,21.275</coordinates></Point>"
Vietnam,"<Point><coordinates>107.025,21.275</coordinates></Point>"
Vietnam,"<Point><coordinates>107.025,21.225</coordinates></Point>"
Vietnam,"<Point><coordinates>107.025,21.175</coordinates></Point>"
Vietnam,"<Point><coordinates>106.975,21.125</coordinates></Point>"
Mexico,"<Point><coordinates>-89.075,20.775</coordinates></Point>"
Mexico,"<Point><coordinates>-89.525,20.575</coordinates></Point>"
Mexico,"<Point><coordinates>-89.575,20.325</coordinates></Point>"
Vietnam,"<Point><coordinates>105.425,20.275</coordinates></Point>"
Mexico,"<Point><coordinates>-89.475,20.175</coordinates></Point>"
Mexico,"<Point><coordinates>-89.525,19.375</coordinates></Point>"
United States of America,"<Point><coordinates>-155.875,19.175</coordinates></Point>"
Vietnam,"<Point><coordinates>105.425,18.225</coordinates></Point>"
Vietnam,"<Point><coordinates>105.525,18.175</coordinates></Point>"
Jamaica,"<Point><coordinates>-76.375,18.075</coordinates></Point>"
Vietnam,"<Point><coordinates>106.075,17.775</coordinates></Point>"
Vietnam,"<Point><coordinates>106.125,17.725</coordinates></Point>"
Vietnam,"<Point><coordinates>106.225,17.575</coordinates></Point>"
Vietnam,"<Point><coordinates>106.175,17.525</coordinates></Point>"
Vietnam,"<Point><coordinates>106.375,17.275</coordinates></Point>"
Mexico,"<Point><coordinates>-94.525,17.125</coordinates></Point>"
Vietnam,"<Point><coordinates>106.425,17.125</coordinates></Point>"
Vietnam,"<Point><coordinates>106.625,17.125</coordinates></Point>"
Philippines,"<Point><coordinates>122.375,16.775</coordinates></Point>"
Vietnam,"<Point><coordinates>107.025,16.725</coordinates></Point>"
Vietnam,"<Point><coordinates>107.325,15.675</coordinates></Point>"
Honduras,"<Point><coordinates>-85.175,15.275</coordinates></Point>"
Honduras,"<Point><coordinates>-84.325,15.225</coordinates></Point>"
Philippines,"<Point><coordinates>121.425,14.875</coordinates></Point>"
Vietnam,"<Point><coordinates>108.825,14.825</coordinates></Point>"
Vietnam,"<Point><coordinates>108.425,14.625</coordinates></Point>"
Vietnam,"<Point><coordinates>108.975,14.575</coordinates></Point>"
Vietnam,"<Point><coordinates>108.775,14.525</coordinates></Point>"
Vietnam,"<Point><coordinates>108.725,14.475</coordinates></Point>"
Vietnam,"<Point><coordinates>108.775,14.475</coordinates></Point>"
Vietnam,"<Point><coordinates>108.425,14.375</coordinates></Point>"
Vietnam,"<Point><coordinates>109.025,14.275</coordinates></Point>"
Vietnam,"<Point><coordinates>109.125,14.075</coordinates></Point>"
Vietnam,"<Point><coordinates>108.725,13.925</coordinates></Point>"
Vietnam,"<Point><coordinates>108.925,13.825</coordinates></Point>"
Philippines,"<Point><coordinates>124.375,13.775</coordinates></Point>"
Vietnam,"<Point><coordinates>108.725,13.625</coordinates></Point>"
Philippines,"<Point><coordinates>123.625,13.325</coordinates></Point>"
Vietnam,"<Point><coordinates>109.025,13.275</coordinates></Point>"
Philippines,"<Point><coordinates>124.125,13.225</coordinates></Point>"
Nicaragua,"<Point><coordinates>-85.375,13.125</coordinates></Point>"
Philippines,"<Point><coordinates>123.975,13.075</coordinates></Point>"
Vietnam,"<Point><coordinates>109.025,12.925</coordinates></Point>"
Vietnam,"<Point><coordinates>109.425,12.925</coordinates></Point>"
Philippines,"<Point><coordinates>123.825,12.925</coordinates></Point>"
Philippines,"<Point><coordinates>124.125,12.775</coordinates></Point>"
Vietnam,"<Point><coordinates>108.975,12.725</coordinates></Point>"
Vietnam,"<Point><coordinates>109.025,12.725</coordinates></Point>"
Vietnam,"<Point><coordinates>109.425,12.625</coordinates></Point>"
Vietnam,"<Point><coordinates>108.675,12.575</coordinates></Point>"
Vietnam,"<Point><coordinates>109.175,12.475</coordinates></Point>"
Vietnam,"<Point><coordinates>108.475,12.325</coordinates></Point>"
Philippines,"<Point><coordinates>124.875,12.325</coordinates></Point>"
Vietnam,"<Point><coordinates>108.675,12.275</coordinates></Point>"
Vietnam,"<Point><coordinates>108.675,12.225</coordinates></Point>"
Vietnam,"<Point><coordinates>108.725,12.225</coordinates></Point>"
Philippines,"<Point><coordinates>124.475,12.225</coordinates></Point>"
Philippines,"<Point><coordinates>125.125,12.175</coordinates></Point>"
Philippines,"<Point><coordinates>125.175,12.025</coordinates></Point>"
Philippines,"<Point><coordinates>125.225,11.925</coordinates></Point>"
Philippines,"<Point><coordinates>125.275,11.925</coordinates></Point>"
Philippines,"<Point><coordinates>122.025,11.875</coordinates></Point>"
Philippines,"<Point><coordinates>122.175,11.725</coordinates></Point>"
Philippines,"<Point><coordinates>122.225,11.625</coordinates></Point>"
Myanmar,"<Point><coordinates>98.225,11.475</coordinates></Point>"
Philippines,"<Point><coordinates>125.025,11.325</coordinates></Point>"
Philippines,"<Point><coordinates>122.325,11.175</coordinates></Point>"
Philippines,"<Point><coordinates>124.725,11.075</coordinates></Point>"
Philippines,"<Point><coordinates>124.775,11.075</coordinates></Point>"
Philippines,"<Point><coordinates>124.825,11.075</coordinates></Point>"
Philippines,"<Point><coordinates>124.875,11.075</coordinates></Point>"
Costa Rica,"<Point><coordinates>-85.375,10.975</coordinates></Point>"
Costa Rica,"<Point><coordinates>-85.325,10.975</coordinates></Point>"
Philippines,"<Point><coordinates>124.775,10.975</coordinates></Point>"
Philippines,"<Point><coordinates>124.775,10.925</coordinates></Point>"
Philippines,"<Point><coordinates>125.025,10.725</coordinates></Point>"
Philippines,"<Point><coordinates>123.225,10.675</coordinates></Point>"
Costa Rica,"<Point><coordinates>-84.975,10.625</coordinates></Point>"
Philippines,"<Point><coordinates>124.975,10.625</coordinates></Point>"
Philippines,"<Point><coordinates>124.975,10.575</coordinates></Point>"
Philippines,"<Point><coordinates>125.075,10.525</coordinates></Point>"
Philippines,"<Point><coordinates>124.975,10.475</coordinates></Point>"
,"<Point><coordinates>125.025,10.375</coordinates></Point>"
Venezuela,"<Point><coordinates>-66.925,10.325</coordinates></Point>"
Costa Rica,"<Point><coordinates>-84.575,10.275</coordinates></Point>"
Philippines,"<Point><coordinates>124.825,10.275</coordinates></Point>"
Philippines,"<Point><coordinates>125.175,10.075</coordinates></Point>"
Philippines,"<Point><coordinates>125.225,10.075</coordinates></Point>"
Philippines,"<Point><coordinates>123.075,10.025</coordinates></Point>"
,"<Point><coordinates>-79.675,9.525</coordinates></Point>"
Panama,"<Point><coordinates>-79.625,9.525</coordinates></Point>"
Panama,"<Point><coordinates>-79.575,9.475</coordinates></Point>"
Panama,"<Point><coordinates>-79.375,9.475</coordinates></Point>"
Panama,"<Point><coordinates>-79.175,9.475</coordinates></Point>"
Venezuela,"<Point><coordinates>-70.125,9.475</coordinates></Point>"
Philippines,"<Point><coordinates>118.375,9.475</coordinates></Point>"
Philippines,"<Point><coordinates>118.425,9.475</coordinates></Point>"
Panama,"<Point><coordinates>-82.425,9.425</coordinates></Point>"
Panama,"<Point><coordinates>-79.325,9.425</coordinates></Point>"
Panama,"<Point><coordinates>-79.125,9.425</coordinates></Point>"
,"<Point><coordinates>-78.875,9.425</coordinates></Point>"
Panama,"<Point><coordinates>-78.675,9.425</coordinates></Point>"
Philippines,"<Point><coordinates>118.325,9.425</coordinates></Point>"
Panama,"<Point><coordinates>-82.375,9.375</coordinates></Point>"
Panama,"<Point><coordinates>-79.475,9.375</coordinates></Point>"
Panama,"<Point><coordinates>-79.225,9.375</coordinates></Point>"
Panama,"<Point><coordinates>-78.675,9.375</coordinates></Point>"
Panama,"<Point><coordinates>-78.575,9.375</coordinates></Point>"
Panama,"<Point><coordinates>-78.525,9.375</coordinates></Point>"
Panama,"<Point><coordinates>-78.475,9.325</coordinates></Point>"
Thailand,"<Point><coordinates>98.625,9.325</coordinates></Point>"
Philippines,"<Point><coordinates>125.725,9.325</coordinates></Point>"
Panama,"<Point><coordinates>-78.375,9.275</coordinates></Point>"
Panama,"<Point><coordinates>-78.325,9.275</coordinates></Point>"
Panama,"<Point><coordinates>-78.275,9.275</coordinates></Point>"
Venezuela,"<Point><coordinates>-70.125,9.275</coordinates></Point>"
Vietnam,"<Point><coordinates>105.225,9.275</coordinates></Point>"
Philippines,"<Point><coordinates>125.675,9.275</coordinates></Point>"
Panama,"<Point><coordinates>-78.225,9.225</coordinates></Point>"
Panama,"<Point><coordinates>-78.175,9.225</coordinates></Point>"
Philippines,"<Point><coordinates>123.575,9.225</coordinates></Point>"
Venezuela,"<Point><coordinates>-70.225,9.175</coordinates></Point>"
Philippines,"<Point><coordinates>125.725,9.175</coordinates></Point>"
,"<Point><coordinates>117.775,9.125</coordinates></Point>"
Venezuela,"<Point><coordinates>-70.325,9.075</coordinates></Point>"
Sri Lanka,"<Point><coordinates>80.775,9.075</coordinates></Point>"
Panama,"<Point><coordinates>-80.625,9.025</coordinates></Point>"
Panama,"<Point><coordinates>-77.925,9.025</coordinates></Point>"
Sri Lanka,"<Point><coordinates>80.775,9.025</coordinates></Point>"
Panama,"<Point><coordinates>-80.625,8.975</coordinates></Point>"
Panama,"<Point><coordinates>-77.825,8.975</coordinates></Point>"
Venezuela,"<Point><coordinates>-70.425,8.975</coordinates></Point>"
Venezuela,"<Point><coordinates>-70.375,8.975</coordinates></Point>"
Sri Lanka,"<Point><coordinates>80.225,8.975</coordinates></Point>"
Sri Lanka,"<Point><coordinates>80.575,8.925</coordinates></Point>"
Thailand,"<Point><coordinates>99.775,8.925</coordinates></Point>"
Panama,"<Point><coordinates>-77.825,8.875</coordinates></Point>"
Sri Lanka,"<Point><coordinates>80.325,8.875</coordinates></Point>"
Panama,"<Point><coordinates>-80.475,8.825</coordinates></Point>"
Colombia,"<Point><coordinates>-73.375,8.825</coordinates></Point>"
Philippines,"<Point><coordinates>124.925,8.825</coordinates></Point>"
Panama,"<Point><coordinates>-80.825,8.775</coordinates></Point>"
Panama,"<Point><coordinates>-80.675,8.775</coordinates></Point>"
Sri Lanka,"<Point><coordinates>80.025,8.775</coordinates></Point>"
Sri Lanka,"<Point><coordinates>80.125,8.775</coordinates></Point>"
Sri Lanka,"<Point><coordinates>80.925,8.775</coordinates></Point>"
Sri Lanka,"<Point><coordinates>80.975,8.775</coordinates></Point>"
Philippines,"<Point><coordinates>125.675,8.775</coordinates></Point>"
Panama,"<Point><coordinates>-81.025,8.725</coordinates></Point>"
Sri Lanka,"<Point><coordinates>80.125,8.725</coordinates></Point>"
Panama,"<Point><coordinates>-81.025,8.675</coordinates></Point>"
Panama,"<Point><coordinates>-80.875,8.675</coordinates></Point>"
Panama,"<Point><coordinates>-80.675,8.675</coordinates></Point>"
Panama,"<Point><coordinates>-77.625,8.675</coordinates></Point>"
Sri Lanka,"<Point><coordinates>80.225,8.675</coordinates></Point>"
Vietnam,"<Point><coordinates>104.875,8.675</coordinates></Point>"
Philippines,"<Point><coordinates>125.175,8.675</coordinates></Point>"
Panama,"<Point><coordinates>-81.125,8.625</coordinates></Point>"
Panama,"<Point><coordinates>-80.925,8.625</coordinates></Point>"
Colombia,"<Point><coordinates>-72.975,8.625</coordinates></Point>"
Philippines,"<Point><coordinates>123.425,8.625</coordinates></Point>"
Sri Lanka,"<Point><coordinates>79.975,8.575</coordinates></Point>"
Sri Lanka,"<Point><coordinates>80.725,8.575</coordinates></Point>"
Thailand,"<Point><coordinates>99.775,8.575</coordinates></Point>"
Philippines,"<Point><coordinates>125.125,8.575</coordinates></Point>"
Sri Lanka,"<Point><coordinates>80.925,8.525</coordinates></Point>"
Sri Lanka,"<Point><coordinates>80.975,8.525</coordinates></Point>"
Philippines,"<Point><coordinates>125.125,8.525</coordinates></Point>"
Sri Lanka,"<Point><coordinates>79.875,8.475</coordinates></Point>"
Sri Lanka,"<Point><coordinates>79.925,8.475</coordinates></Point>"
Sri Lanka,"<Point><coordinates>80.925,8.475</coordinates></Point>"
Sri Lanka,"<Point><coordinates>80.975,8.475</coordinates></Point>"
Sri Lanka,"<Point><coordinates>81.025,8.475</coordinates></Point>"
Philippines,"<Point><coordinates>125.275,8.475</coordinates></Point>"
Philippines,"<Point><coordinates>125.575,8.475</coordinates></Point>"
Philippines,"<Point><coordinates>125.825,8.475</coordinates></Point>"
Philippines,"<Point><coordinates>125.875,8.475</coordinates></Point>"
Venezuela,"<Point><coordinates>-71.025,8.425</coordinates></Point>"
Sri Lanka,"<Point><coordinates>79.875,8.425</coordinates></Point>"
Sri Lanka,"<Point><coordinates>80.825,8.425</coordinates></Point>"
Sri Lanka,"<Point><coordinates>80.975,8.425</coordinates></Point>"
Philippines,"<Point><coordinates>125.225,8.425</coordinates></Point>"
Philippines,"<Point><coordinates>125.375,8.425</coordinates></Point>"
Philippines,"<Point><coordinates>125.575,8.425</coordinates></Point>"
Philippines,"<Point><coordinates>125.625,8.425</coordinates></Point>"
Sri Lanka,"<Point><coordinates>80.975,8.375</coordinates></Point>"
Philippines,"<Point><coordinates>125.275,8.375</coordinates></Point>"
Philippines,"<Point><coordinates>125.325,8.375</coordinates></Point>"
Panama,"<Point><coordinates>-78.075,8.325</coordinates></Point>"
Venezuela,"<Point><coordinates>-71.275,8.325</coordinates></Point>"
Sri Lanka,"<Point><coordinates>80.875,8.325</coordinates></Point>"
Philippines,"<Point><coordinates>125.225,8.325</coordinates></Point>"
Venezuela,"<Point><coordinates>-71.425,8.275</coordinates></Point>"
Venezuela,"<Point><coordinates>-71.375,8.275</coordinates></Point>"
Philippines,"<Point><coordinates>123.325,8.275</coordinates></Point>"
Philippines,"<Point><coordinates>125.525,8.275</coordinates></Point>"
Philippines,"<Point><coordinates>125.625,8.275</coordinates></Point>"
Philippines,"<Point><coordinates>125.675,8.275</coordinates></Point>"
Philippines,"<Point><coordinates>125.725,8.275</coordinates></Point>"
Sri Lanka,"<Point><coordinates>80.825,8.225</coordinates></Point>"
Sri Lanka,"<Point><coordinates>80.925,8.225</coordinates></Point>"
Sri Lanka,"<Point><coordinates>80.975,8.225</coordinates></Point>"
Sri Lanka,"<Point><coordinates>81.225,8.225</coordinates></Point>"
Philippines,"<Point><coordinates>125.425,8.225</coordinates></Point>"
Philippines,"<Point><coordinates>125.575,8.225</coordinates></Point>"
Philippines,"<Point><coordinates>125.625,8.225</coordinates></Point>"
Philippines,"<Point><coordinates>125.675,8.225</coordinates></Point>"
Colombia,"<Point><coordinates>-76.325,8.175</coordinates></Point>"
Sri Lanka,"<Point><coordinates>81.175,8.175</coordinates></Point>"
Thailand,"<Point><coordinates>98.825,8.175</coordinates></Point>"
Philippines,"<Point><coordinates>125.525,8.175</coordinates></Point>"
Philippines,"<Point><coordinates>125.575,8.175</coordinates></Point>"
Philippines,"<Point><coordinates>125.675,8.175</coordinates></Point>"
Philippines,"<Point><coordinates>125.725,8.175</coordinates></Point>"
Philippines,"<Point><coordinates>125.775,8.175</coordinates></Point>"
Philippines,"<Point><coordinates>126.375,8.175</coordinates></Point>"
Colombia,"<Point><coordinates>-76.425,8.125</coordinates></Point>"
Venezuela,"<Point><coordinates>-71.275,8.125</coordinates></Point>"
Philippines,"<Point><coordinates>125.475,8.125</coordinates></Point>"
Philippines,"<Point><coordinates>125.575,8.125</coordinates></Point>"
Philippines,"<Point><coordinates>125.625,8.125</coordinates></Point>"
Philippines,"<Point><coordinates>125.675,8.125</coordinates></Point>"
Philippines,"<Point><coordinates>125.775,8.125</coordinates></Point>"
Philippines,"<Point><coordinates>126.325,8.125</coordinates></Point>"
Philippines,"<Point><coordinates>126.375,8.125</coordinates></Point>"
Panama,"<Point><coordinates>-77.425,8.075</coordinates></Point>"
Panama,"<Point><coordinates>-77.275,8.075</coordinates></Point>"
Panama,"<Point><coordinates>-77.225,8.075</coordinates></Point>"
Venezuela,"<Point><coordinates>-71.575,8.075</coordinates></Point>"
Philippines,"<Point><coordinates>125.225,8.075</coordinates></Point>"
Philippines,"<Point><coordinates>125.575,8.075</coordinates></Point>"
Philippines,"<Point><coordinates>125.625,8.075</coordinates></Point>"
Philippines,"<Point><coordinates>125.675,8.075</coordinates></Point>"
Philippines,"<Point><coordinates>125.725,8.075</coordinates></Point>"
Philippines,"<Point><coordinates>125.775,8.075</coordinates></Point>"
Philippines,"<Point><coordinates>126.275,8.075</coordinates></Point>"
