Vuelo,Compañía,Estado,Retraso,Fecha,Hora Programada,Origen
IBE6050,IBERIA,9:10,,13/04/11,9:10,JOHANNESBURGO /INTERNACIONAL
IBE6122,IBERIA,11:00,0.0,13/04/11,11:00,MIAMI
IBE6122,IBERIA,11:18,18.0,12/04/11,11:00,MIAMI
IBE6166,IBERIA,10:57,17.0,12/04/11,10:40,BOSTON
IBE6170,IBERIA,17:25,0.0,12/04/11,17:25,LOS ANGELES
IBE6250,IBERIA,10:20,0.0,13/04/11,10:20,NUEVA YORK-J.F.KENNEDY
IBE6250,IBERIA,10:39,19.0,12/04/11,10:20,NUEVA YORK-J.F.KENNEDY
IBE6252,IBERIA,12:55,0.0,12/04/11,12:55,NUEVA YORK-J.F.KENNEDY
IBE6252,IBERIA,12:55,0.0,13/04/11,12:55,NUEVA YORK-J.F.KENNEDY
IBE6274,IBERIA,11:00,0.0,13/04/11,11:00,CHICAGO-OHARE INTL.
IBE6314,IBERIA,13:55,0.0,12/04/11,13:55,SAN JOSEC.RICA
IBE6342,IBERIA,17:25,0.0,12/04/11,17:25,SAN SALVADOR
IBE6400,IBERIA,8:50,,13/04/11,8:50,MEXICO
IBE6402,IBERIA,17:25,0.0,12/04/11,17:25,MEXICO
IBE6404,IBERIA,10:57,17.0,12/04/11,10:40,MEXICO
IBE6464,IBERIA,16:55,0.0,12/04/11,16:55,QUITO
IBE6502,IBERIA,10:57,17.0,12/04/11,10:40,SANTO DOMINGO
IBE6586,IBERIA,12:55,0.0,12/04/11,12:55,BOGOTA /EL DORADO
IBE6586,IBERIA,12:55,0.0,13/04/11,12:55,BOGOTA /EL DORADO
IBE6620,IBERIA,16:55,0.0,12/04/11,16:55,LA HABANA-J.MARTI
IBE6650,IBERIA,17:55,0.0,12/04/11,17:55,LIMA
IBE6674,IBERIA,11:55,0.0,13/04/11,11:55,CARACAS
IBE6674,IBERIA,12:20,25.0,12/04/11,11:55,CARACAS
IBE6752,IBERIA,8:50,,13/04/11,8:50,MADRID-BARAJAS
IBE6756,IBERIA,9:40,,13/04/11,9:40,MADRID-BARAJAS
IBE6758,IBERIA,10:20,0.0,13/04/11,10:20,MADRID-BARAJAS
IBE6758,IBERIA,10:39,19.0,12/04/11,10:20,MADRID-BARAJAS
IBE6760,IBERIA,11:00,0.0,13/04/11,11:00,MADRID-BARAJAS
IBE6760,IBERIA,11:18,18.0,12/04/11,11:00,MADRID-BARAJAS
IBE6762,IBERIA,11:55,0.0,13/04/11,11:55,MADRID-BARAJAS
IBE6762,IBERIA,12:20,25.0,12/04/11,11:55,MADRID-BARAJAS
IBE6764,IBERIA,12:55,0.0,12/04/11,12:55,MADRID-BARAJAS
IBE6766,IBERIA,13:55,0.0,12/04/11,13:55,MADRID-BARAJAS
IBE6772,IBERIA,16:55,0.0,12/04/11,16:55,MADRID-BARAJAS
IBE6774,IBERIA,17:25,0.0,12/04/11,17:25,MADRID-BARAJAS
IBE6776,IBERIA,17:55,0.0,12/04/11,17:55,MADRID-BARAJAS
IBE6778,IBERIA,9:10,,13/04/11,9:10,MADRID-BARAJAS
IBE6794,IBERIA,10:57,17.0,12/04/11,10:40,MADRID-BARAJAS
IBE6820,IBERIA,13:55,0.0,12/04/11,13:55,SAO PAULO /GUARULHOS
IBE6824,IBERIA,9:40,,13/04/11,9:40,SAO PAULO /GUARULHOS
IBE6824,IBERIA,10:57,17.0,12/04/11,10:40,SAO PAULO /GUARULHOS
IBE6830,IBERIA,9:40,,13/04/11,9:40,SANTIAGO DE CHILE
IBE6830,IBERIA,10:57,17.0,12/04/11,10:40,SANTIAGO DE CHILE
IBE6842,IBERIA,8:50,,13/04/11,8:50,BUENOS AIRES/MINISTRO PISTARINI
IBE6844,IBERIA,17:25,0.0,12/04/11,17:25,BUENOS AIRES/MINISTRO PISTARINI
IBE6850,IBERIA,12:20,25.0,12/04/11,11:55,RIO DE JANEIRO
IBE7084,IBERIA,10:25,0.0,13/04/11,10:25,NUEVA YORK-J.F.KENNEDY
IBE7084,IBERIA,11:11,46.0,12/04/11,10:25,NUEVA YORK-J.F.KENNEDY
IBE7283,IBERIA,12:35,0.0,13/04/11,12:35,KIEV /BORISPOL
IBE7283,IBERIA,12:40,5.0,12/04/11,12:35,KIEV /BORISPOL
IBE7451,IBERIA,10:15,0.0,13/04/11,10:15,LONDRES / HEATHROW
IBE7453,IBERIA,18:30,0.0,12/04/11,18:30,LONDRES / HEATHROW
IBE7455,IBERIA,21:25,0.0,12/04/11,21:25,LONDRES / HEATHROW
IBE7457,IBERIA,12:25,0.0,13/04/11,12:25,LONDRES / HEATHROW
IBE7457,IBERIA,13:05,40.0,12/04/11,12:25,LONDRES / HEATHROW
IBE7459,IBERIA,14:10,-10.0,12/04/11,14:20,LONDRES / HEATHROW
IBE7461,IBERIA,19:50,0.0,12/04/11,19:50,LONDRES / HEATHROW
IBE7467,IBERIA,12:20,0.0,13/04/11,12:20,LONDRES /LONDON CITY APT.
IBE7471,IBERIA,9:25,,13/04/11,9:25,LONDRES / HEATHROW
IBE7473,IBERIA,19:20,0.0,12/04/11,19:20,LONDRES / HEATHROW
IBE7708,IBERIA,18:05,0.0,12/04/11,18:05,CASABLANCA /MOHAMED V
IBE7865,IBERIA,10:05,0.0,13/04/11,10:05,TEL AVIV
IBE7865,IBERIA,10:27,22.0,12/04/11,10:05,TEL AVIV
IBE7877,IBERIA,13:00,0.0,13/04/11,13:00,PRAGA
IBE7877,IBERIA,12:50,-10.0,12/04/11,13:00,PRAGA
IWD1650,"IBERWORLD AIRLINES, S.A.",22:10,0.0,12/04/11,22:10,MALAGA
IWD2321,"IBERWORLD AIRLINES, S.A.",12:20,10.0,12/04/11,12:10,TENERIFE SUR
IWD2323,"IBERWORLD AIRLINES, S.A.",20:00,0.0,12/04/11,20:00,LANZAROTE
IWD4501,"IBERWORLD AIRLINES, S.A.",14:10,0.0,12/04/11,14:10,TENERIFE SUR
JAI6003,JET AIRWAYS (India) Ltd,14:40,0.0,12/04/11,14:40,BRUSELAS
JET826,WIND JET S.P.A.,14:55,0.0,12/04/11,14:55,CATANIA /FONTANAROSSA
JFU572,JET4YOU,10:35,0.0,13/04/11,10:35,CASABLANCA /MOHAMED V
JFU572,JET4YOU,10:52,2.0,12/04/11,10:50,CASABLANCA /MOHAMED V
JFU672,JET4YOU,16:10,0.0,12/04/11,16:10,NADOR / EL AROUI
JKK054,SPANAIR,10:20,0.0,13/04/11,10:20,ESTOCOLMO /ARLANDA
JKK054,SPANAIR,10:10,-10.0,12/04/11,10:20,ESTOCOLMO /ARLANDA
JKK058,SPANAIR,18:45,0.0,12/04/11,18:45,ESTOCOLMO /ARLANDA
JKK082,SPANAIR,16:00,0.0,12/04/11,16:00,VENECIA /MARCO POLO
JKK132,SPANAIR,15:15,0.0,12/04/11,15:15,MUNICH
JKK134,SPANAIR,9:05,,13/04/11,9:05,MUNICH
JKK138,SPANAIR,15:25,0.0,12/04/11,15:25,BERLIN /TEGEL
JKK203,SPANAIR,6:25,,13/04/11,6:25,BANJUL
JKK221,SPANAIR,12:55,20.0,12/04/11,12:35,TEL AVIV
JKK312,SPANAIR,18:55,0.0,12/04/11,18:55,ESTAMBUL / SABIHA GOKCEN
JKK333,SPANAIR,16:15,0.0,12/04/11,16:15,ARGEL/ HOUARI BOUMEDIEN
JKK414,SPANAIR,10:10,0.0,13/04/11,10:10,MADRID-BARAJAS
JKK414,SPANAIR,10:12,2.0,12/04/11,10:10,MADRID-BARAJAS
JKK426,SPANAIR,10:35,0.0,13/04/11,10:35,MADRID-BARAJAS
JKK444,SPANAIR,19:35,0.0,12/04/11,19:35,MADRID-BARAJAS
JKK446,SPANAIR,8:45,,13/04/11,8:45,MADRID-BARAJAS
JKK452,SPANAIR,17:15,0.0,12/04/11,17:15,MADRID-BARAJAS
JKK454,SPANAIR,21:15,0.0,12/04/11,21:15,MADRID-BARAJAS
JKK5207,SPANAIR,18:30,0.0,12/04/11,18:30,GRAN CANARIA
JKK5235,SPANAIR,18:35,0.0,12/04/11,18:35,TENERIFE NORTE
JKK5701,SPANAIR,7:50,,13/04/11,7:50,PALMA DE MALLORCA
JKK5703,SPANAIR,9:20,,13/04/11,9:20,PALMA DE MALLORCA
JKK5705,SPANAIR,11:55,0.0,13/04/11,11:55,PALMA DE MALLORCA
JKK5705,SPANAIR,11:46,-9.0,12/04/11,11:55,PALMA DE MALLORCA
JKK5711,SPANAIR,18:10,0.0,12/04/11,18:10,PALMA DE MALLORCA
JKK5723,SPANAIR,19:20,0.0,12/04/11,19:20,PALMA DE MALLORCA
JKK5747,SPANAIR,10:35,0.0,13/04/11,10:35,IBIZA
JKK5747,SPANAIR,10:53,18.0,12/04/11,10:35,IBIZA
JKK5757,SPANAIR,20:15,0.0,12/04/11,20:15,IBIZA
JKK5789,SPANAIR,18:10,0.0,12/04/11,18:10,MENORCA
JKK6409,SPANAIR,17:00,0.0,12/04/11,17:00,SANTIAGO DE COMPOSTELA
JKK6427,SPANAIR,10:55,-10.0,12/04/11,11:05,VIGO
JKK6437,SPANAIR,23:50,0.0,12/04/11,23:50,VIGO
JKK6447,SPANAIR,15:15,0.0,12/04/11,15:15,ASTURIAS
JKK6449,SPANAIR,23:20,0.0,12/04/11,23:20,ASTURIAS
JKK6465,SPANAIR,10:55,0.0,13/04/11,10:55,A CORUÑA
JKK6475,SPANAIR,22:55,0.0,12/04/11,22:55,A CORUÑA
JKK6503,SPANAIR,20:30,0.0,12/04/11,20:30,BILBAO
JKK6601,SPANAIR,10:45,0.0,13/04/11,10:45,SEVILLA
JKK6601,SPANAIR,10:36,-9.0,12/04/11,10:45,SEVILLA
JKK6607,SPANAIR,18:30,0.0,12/04/11,18:30,SEVILLA
JKK6609,SPANAIR,22:25,0.0,12/04/11,22:25,SEVILLA
JKK6625,SPANAIR,23:05,0.0,12/04/11,23:05,FEDERICO GARCÍA LORCA GRANADA-JAÉN
JKK6629,SPANAIR,10:35,0.0,13/04/11,10:35,FEDERICO GARCÍA LORCA GRANADA-JAÉN
JKK6629,SPANAIR,10:38,3.0,12/04/11,10:35,FEDERICO GARCÍA LORCA GRANADA-JAÉN
JKK6683,SPANAIR,10:30,0.0,13/04/11,10:30,MALAGA
JKK6683,SPANAIR,10:29,-1.0,12/04/11,10:30,MALAGA
JKK6685,SPANAIR,23:15,0.0,12/04/11,23:15,MALAGA
JKK6701,SPANAIR,21:15,0.0,12/04/11,21:15,ALICANTE
JKK6711,SPANAIR,13:20,,12/04/11,8:05,ALICANTE
JKK6719,SPANAIR,15:15,0.0,12/04/11,15:15,ALICANTE
JKK6725,SPANAIR,7:55,,13/04/11,7:55,VALENCIA
JKK7553,SPANAIR,15:55,0.0,12/04/11,15:55,MADRID-BARAJAS
JKK7555,SPANAIR,15:00,0.0,12/04/11,15:00,MADRID-BARAJAS
JKK7560,SPANAIR,22:05,0.0,12/04/11,22:05,IBIZA
JKK7566,SPANAIR,11:25,0.0,13/04/11,11:25,GRAN CANARIA
JKK7566,SPANAIR,11:23,-2.0,12/04/11,11:25,GRAN CANARIA
JKK9250,SPANAIR,8:30,,13/04/11,8:30,BRUSELAS
JKK9254,SPANAIR,14:40,0.0,12/04/11,14:40,BRUSELAS
JKK9258,SPANAIR,20:25,0.0,12/04/11,20:25,BRUSELAS
JKK9402,SPANAIR,17:20,0.0,12/04/11,17:20,LISBOA
JKK9426,SPANAIR,12:05,0.0,13/04/11,12:05,OPORTO
JKK9426,SPANAIR,11:51,-14.0,12/04/11,12:05,OPORTO
JKK9430,SPANAIR,11:55,0.0,13/04/11,11:55,LISBOA
JKK9430,SPANAIR,12:50,55.0,12/04/11,11:55,LISBOA
JKK9432,SPANAIR,10:10,0.0,13/04/11,10:10,LISBOA
JKK9432,SPANAIR,10:20,10.0,12/04/11,10:10,LISBOA
JKK9492,SPANAIR,22:55,0.0,12/04/11,22:55,OPORTO
JKK9493,SPANAIR,19:20,0.0,12/04/11,19:20,LISBOA
JKK9680,SPANAIR,11:00,0.0,13/04/11,11:00,ATENAS
JKK9680,SPANAIR,10:42,-18.0,12/04/11,11:00,ATENAS
JKK9786,SPANAIR,8:25,,13/04/11,8:25,FILADELFIA
JKK9920,SPANAIR,9:15,,13/04/11,9:15,NEWARK - N. JERSEY
JKK9955,SPANAIR,17:35,0.0,12/04/11,17:35,SAO PAULO /GUARULHOS
JL5317,JAPAN AIRLINES,19:30,0.0,12/04/11,19:30,PARIS /CHARLES DE GAULLE
JL5701,JAPAN AIRLINES,9:20,,13/04/11,9:20,PARIS /CHARLES DE GAULLE
JL7743,JAPAN AIRLINES,21:25,0.0,12/04/11,21:25,LONDRES / HEATHROW
KE7669,KOREAN AIR LINES,13:00,0.0,13/04/11,13:00,PRAGA
KE7669,KOREAN AIR LINES,12:50,-10.0,12/04/11,13:00,PRAGA
KE7671,KOREAN AIR LINES,23:40,0.0,12/04/11,23:40,PRAGA
KL1665,K.L.M. ROYAL DUTCH AIRLINES,10:05,0.0,13/04/11,10:05,AMSTERDAM/SCHIPHOL
KL1671,K.L.M. ROYAL DUTCH AIRLINES,12:15,0.0,13/04/11,12:15,AMSTERDAM/SCHIPHOL
KL1671,K.L.M. ROYAL DUTCH AIRLINES,11:53,-22.0,12/04/11,12:15,AMSTERDAM/SCHIPHOL
KL1673,K.L.M. ROYAL DUTCH AIRLINES,15:05,0.0,12/04/11,15:05,AMSTERDAM/SCHIPHOL
KL1675,K.L.M. ROYAL DUTCH AIRLINES,17:05,0.0,12/04/11,17:05,AMSTERDAM/SCHIPHOL
KL1677,K.L.M. ROYAL DUTCH AIRLINES,19:25,0.0,12/04/11,19:25,AMSTERDAM/SCHIPHOL
KL1681,K.L.M. ROYAL DUTCH AIRLINES,22:45,0.0,12/04/11,22:45,AMSTERDAM/SCHIPHOL
KL3320,K.L.M. ROYAL DUTCH AIRLINES,13:55,0.0,12/04/11,13:55,PALMA DE MALLORCA
KL3324,K.L.M. ROYAL DUTCH AIRLINES,11:25,0.0,13/04/11,11:25,GRAN CANARIA
KL3324,K.L.M. ROYAL DUTCH AIRLINES,11:23,-2.0,12/04/11,11:25,GRAN CANARIA
KL3334,K.L.M. ROYAL DUTCH AIRLINES,13:35,0.0,12/04/11,13:35,IBIZA
KL3340,K.L.M. ROYAL DUTCH AIRLINES,10:20,0.0,13/04/11,10:20,MENORCA
KL3350,K.L.M. ROYAL DUTCH AIRLINES,7:50,,13/04/11,7:50,PALMA DE MALLORCA
KL3352,K.L.M. ROYAL DUTCH AIRLINES,10:55,0.0,13/04/11,10:55,PALMA DE MALLORCA
KL3352,K.L.M. ROYAL DUTCH AIRLINES,10:50,-5.0,12/04/11,10:55,PALMA DE MALLORCA
KL3356,K.L.M. ROYAL DUTCH AIRLINES,22:05,0.0,12/04/11,22:05,IBIZA
KL3358,K.L.M. ROYAL DUTCH AIRLINES,16:55,0.0,12/04/11,16:55,PALMA DE MALLORCA
KL3359,K.L.M. ROYAL DUTCH AIRLINES,15:15,0.0,12/04/11,15:15,LANZAROTE
KL3374,K.L.M. ROYAL DUTCH AIRLINES,23:15,0.0,12/04/11,23:15,TENERIFE NORTE
KQ1665,KENYA AIRWAYS LTD.,10:05,0.0,13/04/11,10:05,AMSTERDAM/SCHIPHOL
KQ1675,KENYA AIRWAYS LTD.,17:05,0.0,12/04/11,17:05,AMSTERDAM/SCHIPHOL
KQ1677,KENYA AIRWAYS LTD.,19:25,0.0,12/04/11,19:25,AMSTERDAM/SCHIPHOL
KQ3048,KENYA AIRWAYS LTD.,11:15,0.0,13/04/11,11:15,PARIS /CHARLES DE GAULLE
KQ3048,KENYA AIRWAYS LTD.,11:06,-9.0,12/04/11,11:15,PARIS /CHARLES DE GAULLE
KQ9328,KENYA AIRWAYS LTD.,9:20,,13/04/11,9:20,PARIS /CHARLES DE GAULLE
LAN5728,LAN-CHILE,15:55,0.0,12/04/11,15:55,MADRID-BARAJAS
LAN6165,LAN-CHILE,13:55,0.0,12/04/11,13:55,MADRID-BARAJAS
LGL3591,LUXAIR,13:20,-5.0,12/04/11,13:25,LUXEMBURGO
LH1126,LUFTHANSA,11:45,0.0,13/04/11,11:45,FRANKFURT
LH1126,LUFTHANSA,11:56,11.0,12/04/11,11:45,FRANKFURT
LH1128,LUFTHANSA,15:15,0.0,12/04/11,15:15,FRANKFURT
LH1132,LUFTHANSA,18:05,0.0,12/04/11,18:05,FRANKFURT
LH1134,LUFTHANSA,19:35,0.0,12/04/11,19:35,FRANKFURT
LH1810,LUFTHANSA,11:15,0.0,13/04/11,11:15,MUNICH
LH1810,LUFTHANSA,11:21,6.0,12/04/11,11:15,MUNICH
LH1812,LUFTHANSA,13:30,10.0,12/04/11,13:20,MUNICH
LH1814,LUFTHANSA,17:20,0.0,12/04/11,17:20,MUNICH
LH1816,LUFTHANSA,21:20,0.0,12/04/11,21:20,MUNICH
LH1818,LUFTHANSA,23:25,0.0,12/04/11,23:25,MUNICH
LH3302,LUFTHANSA,11:50,0.0,13/04/11,11:50,DUSSELDORF
LH3302,LUFTHANSA,11:41,-9.0,12/04/11,11:50,DUSSELDORF
LH3304,LUFTHANSA,19:15,0.0,12/04/11,19:15,DUSSELDORF
LH3690,LUFTHANSA,8:50,,13/04/11,8:50,MILAN /MALPENSA
LH3692,LUFTHANSA,14:05,0.0,12/04/11,14:05,MILAN /MALPENSA
LH3696,LUFTHANSA,19:10,0.0,12/04/11,19:10,MILAN /MALPENSA
LH5644,LUFTHANSA,8:30,,13/04/11,8:30,BRUSELAS
LH5650,LUFTHANSA,14:40,0.0,12/04/11,14:40,BRUSELAS
LH5652,LUFTHANSA,20:25,0.0,12/04/11,20:25,BRUSELAS
LX1934,SWISS INTERNATIONAL AIR LINES,11:50,0.0,13/04/11,11:50,BASEL /MULHOUSE
LX1934,SWISS INTERNATIONAL AIR LINES,12:55,20.0,12/04/11,12:35,BASEL /MULHOUSE
LX1940,SWISS INTERNATIONAL AIR LINES,8:30,,13/04/11,8:30,GINEBRA
LX1942,SWISS INTERNATIONAL AIR LINES,14:05,0.0,12/04/11,14:05,GINEBRA
LX1946,SWISS INTERNATIONAL AIR LINES,19:45,0.0,12/04/11,19:45,GINEBRA
LX1950,SWISS INTERNATIONAL AIR LINES,22:30,0.0,12/04/11,22:30,ZURICH
LX1952,SWISS INTERNATIONAL AIR LINES,9:00,,13/04/11,9:00,ZURICH
LX1954,SWISS INTERNATIONAL AIR LINES,14:00,0.0,12/04/11,14:00,ZURICH
LX1956,SWISS INTERNATIONAL AIR LINES,19:05,0.0,12/04/11,19:05,ZURICH
LY393,EL-AL ISRAEL AIRLINES LTD.,10:05,0.0,13/04/11,10:05,TEL AVIV
LY393,EL-AL ISRAEL AIRLINES LTD.,10:27,22.0,12/04/11,10:05,TEL AVIV
LY8038,EL-AL ISRAEL AIRLINES LTD.,10:25,0.0,13/04/11,10:25,NUEVA YORK-J.F.KENNEDY
LY8038,EL-AL ISRAEL AIRLINES LTD.,11:11,46.0,12/04/11,10:25,NUEVA YORK-J.F.KENNEDY
MK9320,AIR MAURITIUS,11:15,0.0,13/04/11,11:15,PARIS /CHARLES DE GAULLE
MK9320,AIR MAURITIUS,11:06,-9.0,12/04/11,11:15,PARIS /CHARLES DE GAULLE
MK9322,AIR MAURITIUS,20:45,0.0,12/04/11,20:45,PARIS /CHARLES DE GAULLE
MK9324,AIR MAURITIUS,22:00,0.0,12/04/11,22:00,PARIS /CHARLES DE GAULLE
MK9326,AIR MAURITIUS,14:35,0.0,12/04/11,14:35,PARIS /CHARLES DE GAULLE
MON516,MONARCH AIRLINES,11:03,-17.0,12/04/11,11:20,MANCHESTER
MSA2907,MISTRAL AIR,10:10,0.0,13/04/11,10:10,CATANIA /FONTANAROSSA
NAX3656,NORWEGIAN AIR SHUTTLE A.S.,11:40,-20.0,12/04/11,12:00,COPENHAGUE
NWS4401,NORD WIND LLC,6:15,,13/04/11,6:15,MOSCU /SHEREMETYEVO
OK688,CZECH AIRLINES,13:00,0.0,13/04/11,13:00,PRAGA
OK688,CZECH AIRLINES,12:50,-10.0,12/04/11,13:00,PRAGA
OK690,CZECH AIRLINES,23:40,0.0,12/04/11,23:40,PRAGA
PS991,AIR UKRAINE INTERNATIONAL,12:35,0.0,13/04/11,12:35,KIEV /BORISPOL
PS991,AIR UKRAINE INTERNATIONAL,12:40,5.0,12/04/11,12:35,KIEV /BORISPOL
QFA3367,QANTAS AIRWAYS LTD,10:15,0.0,13/04/11,10:15,LONDRES / HEATHROW
QFA3369,QANTAS AIRWAYS LTD,12:25,0.0,13/04/11,12:25,LONDRES / HEATHROW
QFA3369,QANTAS AIRWAYS LTD,13:05,40.0,12/04/11,12:25,LONDRES / HEATHROW
RAM960,ROYAL AIR MAROC,18:05,0.0,12/04/11,18:05,CASABLANCA /MOHAMED V
ROT421,TAROM (ROMANIAN AIR TRANSPORT),11:30,0.0,13/04/11,11:30,BUCAREST
ROT421,TAROM (ROMANIAN AIR TRANSPORT),11:28,-2.0,12/04/11,11:30,BUCAREST
ROT9422,TAROM (ROMANIAN AIR TRANSPORT),7:50,,13/04/11,7:50,PALMA DE MALLORCA
ROT9424,TAROM (ROMANIAN AIR TRANSPORT),10:55,0.0,13/04/11,10:55,PALMA DE MALLORCA
ROT9424,TAROM (ROMANIAN AIR TRANSPORT),10:50,-5.0,12/04/11,10:55,PALMA DE MALLORCA
ROT9426,TAROM (ROMANIAN AIR TRANSPORT),10:20,0.0,13/04/11,10:20,MENORCA
RYR4584,RYANAIR,9:30,,13/04/11,9:30,OPORTO
RYR6303,RYANAIR,13:35,-15.0,12/04/11,13:50,FUERTEVENTURA
RYR6311,RYANAIR,17:10,0.0,12/04/11,17:10,SEVILLA
RYR6321,RYANAIR,16:55,0.0,12/04/11,16:55,VALLADOLID
RYR6323,RYANAIR,23:45,0.0,12/04/11,23:45,MOSS / RYGGE
RYR6333,RYANAIR,12:10,0.0,13/04/11,12:10,SANTIAGO DE COMPOSTELA
RYR6333,RYANAIR,11:24,-21.0,12/04/11,11:45,SANTIAGO DE COMPOSTELA
RYR6342,RYANAIR,9:40,,13/04/11,9:40,ROMA /CIAMPINO
RYR6349,RYANAIR,14:40,0.0,12/04/11,14:40,VENECIA / TREVISO / SAN ANGELO
RYR6352,RYANAIR,21:45,0.0,12/04/11,21:45,BRUSELAS /CHARLEROI
RYR6354,RYANAIR,12:40,0.0,13/04/11,12:40,MILAN /ORIO AL SERIO
RYR6354,RYANAIR,12:45,5.0,12/04/11,12:40,MILAN /ORIO AL SERIO
RYR6356,RYANAIR,21:35,0.0,12/04/11,21:35,PARIS /BEAUVAIS-TILLE
RYR6363,RYANAIR,9:10,,13/04/11,9:10,PALMA DE MALLORCA
RYR6365,RYANAIR,17:50,0.0,12/04/11,17:50,PALMA DE MALLORCA
RYR6367,RYANAIR,23:40,0.0,12/04/11,23:40,MILAN /ORIO AL SERIO
RYR6371,RYANAIR,20:40,0.0,12/04/11,20:40,GRAN CANARIA
RYR6373,RYANAIR,15:40,0.0,12/04/11,15:40,LANZAROTE
RYR6375,RYANAIR,12:45,0.0,13/04/11,12:45,PARIS /BEAUVAIS-TILLE
RYR6375,RYANAIR,12:20,-25.0,12/04/11,12:45,PARIS /BEAUVAIS-TILLE
RYR6379,RYANAIR,16:15,0.0,12/04/11,16:15,CAGLIARI
RYR6380,RYANAIR,22:25,0.0,12/04/11,22:25,SANTIAGO DE COMPOSTELA
RYR6383,RYANAIR,11:59,4.0,12/04/11,11:55,MALAGA
RYR6385,RYANAIR,16:55,0.0,12/04/11,16:55,SANTANDER
RYR6387,RYANAIR,20:35,0.0,12/04/11,20:35,MALAGA
RYR6390,RYANAIR,15:35,0.0,12/04/11,15:35,DUSSELDORF /WEEZE
RYR6393,RYANAIR,14:45,0.0,12/04/11,14:45,BRUSELAS /CHARLEROI
RYR6395,RYANAIR,21:15,0.0,12/04/11,21:15,DUBLIN
RYR6397,RYANAIR,9:35,,13/04/11,9:35,SEVILLA
RYR6399,RYANAIR,23:50,0.0,12/04/11,23:50,SEVILLA
RYR8037,RYANAIR,17:55,0.0,12/04/11,17:55,IBIZA
RYR8137,RYANAIR,12:40,-25.0,12/04/11,13:05,IBIZA
SAA7834,SOUTH AFRICAN AIRWAYS,11:15,0.0,13/04/11,11:15,MUNICH
SAA7834,SOUTH AFRICAN AIRWAYS,11:21,6.0,12/04/11,11:15,MUNICH
SAA8708,SOUTH AFRICAN AIRWAYS,17:20,0.0,12/04/11,17:20,LISBOA
SAS1585,SCANDINAVIANAIRLINES SYSTEM,11:35,0.0,13/04/11,11:35,COPENHAGUE
SAS1585,SCANDINAVIANAIRLINES SYSTEM,11:25,-10.0,12/04/11,11:35,COPENHAGUE
SAS4685,SCANDINAVIANAIRLINES SYSTEM,12:20,-5.0,12/04/11,12:25,OSLO
SIA378,"SINGAPORE AIRLINES,LTD.",8:55,,13/04/11,8:55,SINGAPORE
SMX5050,CAI FIRST S.P.A.,10:15,-5.0,12/04/11,10:20,MILAN /LINATE
SN3695,BRUSSELS AIRLINES N.V./S.A.,8:30,,13/04/11,8:30,BRUSELAS
SN3703,BRUSSELS AIRLINES N.V./S.A.,14:40,0.0,12/04/11,14:40,BRUSELAS
SN3705,BRUSSELS AIRLINES N.V./S.A.,20:25,0.0,12/04/11,20:25,BRUSELAS
SRK101,"SKYWORK, S.A.",14:00,0.0,12/04/11,14:00,BERNA
SWT3940,SWIFTAIR,21:55,0.0,12/04/11,21:55,SEVILLA
TAP730,TAP PORTUGAL,12:05,0.0,13/04/11,12:05,OPORTO
TAP730,TAP PORTUGAL,11:51,-14.0,12/04/11,12:05,OPORTO
TAP736,TAP PORTUGAL,22:55,0.0,12/04/11,22:55,OPORTO
TAP738,TAP PORTUGAL,19:20,0.0,12/04/11,19:20,LISBOA
TAP740,TAP PORTUGAL,23:05,0.0,12/04/11,23:05,LISBOA
TAP742,TAP PORTUGAL,17:20,0.0,12/04/11,17:20,LISBOA
TAP746,TAP PORTUGAL,11:55,0.0,13/04/11,11:55,LISBOA
TAP746,TAP PORTUGAL,12:50,55.0,12/04/11,11:55,LISBOA
TAP748,TAP PORTUGAL,10:10,0.0,13/04/11,10:10,LISBOA
TAP748,TAP PORTUGAL,10:20,10.0,12/04/11,10:10,LISBOA
TAP8799,TAP PORTUGAL,11:00,0.0,13/04/11,11:00,ATENAS
TAP8799,TAP PORTUGAL,10:42,-18.0,12/04/11,11:00,ATENAS
THY1853,TURKISH AIRLINES,11:05,5.0,12/04/11,11:00,ESTAMBUL
THY1853,TURKISH AIRLINES,11:00,0.0,13/04/11,11:00,ESTAMBUL
THY1855,TURKISH AIRLINES,16:35,0.0,12/04/11,16:35,ESTAMBUL
TSO331,TRANSAERO AIRLINES,13:10,0.0,12/04/11,13:10,MOSCU /DOMODEDOVO
UAL3250,UNITED AIRLINES,9:15,,13/04/11,9:15,NEWARK - N. JERSEY
UAL9971,UNITED AIRLINES,14:40,0.0,12/04/11,14:40,BRUSELAS
US742,US AIRWAYS INC.,8:25,,13/04/11,8:25,FILADELFIA
UX1177,AIR EUROPA,21:10,0.0,12/04/11,21:10,ALMERIA
UX2001,AIR EUROPA,8:20,,13/04/11,8:20,MADRID-BARAJAS
UX2005,AIR EUROPA,19:55,0.0,12/04/11,19:55,MADRID-BARAJAS
UX2006,AIR EUROPA,15:55,0.0,12/04/11,15:55,MADRID-BARAJAS
UX3048,AIR EUROPA,19:30,0.0,12/04/11,19:30,PARIS /CHARLES DE GAULLE
UX3284,AIR EUROPA,12:35,0.0,13/04/11,12:35,MOSCU /SHEREMETYEVO
UX3284,AIR EUROPA,12:25,-10.0,12/04/11,12:35,MOSCU /SHEREMETYEVO
UX3348,AIR EUROPA,22:00,0.0,12/04/11,22:00,PARIS /CHARLES DE GAULLE
