cartodb_id,gid,id_0,iso,name_0,id_1,name_1,id_2,name_2,id_3,name_3,id_4,name_4,varname_4,type_4,engtype_4,validfr_4,validto_4,remarks_4,shape_leng,shape_area,latitude,longitude,center_latitude,center_longitude,created_at,updated_at
5404,5387,70,ESP,Spain,940,Cataluña,13623,Girona,24463,n.a. (104),14465,Fontcoberta,Fontcuberta,Municipality,Municipality,Unknown,Present,,0.225775041807,0.00185894145550,42,3,42.1496777,2.7857914,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5406,5389,70,ESP,Spain,940,Cataluña,13623,Girona,24463,n.a. (104),14467,Girona,Gerona,Municipality,Municipality,Unknown,Present,,0.381678297932,0.00425094020050,42,3,41.9817957,2.8236999,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5412,5395,70,ESP,Spain,940,Cataluña,13623,Girona,24463,n.a. (104),14473,Porqueres,Porqueras,Municipality,Municipality,Unknown,Present,,0.418548605803,0.00370504711550,42,3,42.1218553,2.7482116,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5419,5402,70,ESP,Spain,940,Cataluña,13623,Girona,24463,n.a. (104),14480,Sant Julià de Ramis,San Julián de Ramis,Municipality,Municipality,Unknown,Present,,0.300740344991,0.00199619342950,42,3,42.0282434,2.8535408,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5420,5403,70,ESP,Spain,940,Cataluña,13623,Girona,24463,n.a. (104),14481,Sant Martí de Llémena,San Martín de Llémana,Municipality,Municipality,Unknown,Present,,0.351645284680,0.00475561944200,42,3,42.0367168,2.647339,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5422,5405,70,ESP,Spain,940,Cataluña,13623,Girona,24463,n.a. (104),14483,Sant Miquel de Campmajor,San Miguel de Campmejor,Municipality,Municipality,Unknown,Present,,0.358772272546,0.00361577142600,42,3,42.135955,2.6780475,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5993,5980,70,ESP,Spain,944,Comunidad Valenciana,13630,Alicante,24508,Baix Segura,15588,Almoradí,,Municipality,Municipality,Unknown,Present,,0.303711778665,0.00256250716600,38,-1,38.109625,-0.7920032,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5427,5410,70,ESP,Spain,940,Cataluña,13623,Girona,24463,n.a. (104),14488,Vilademuls,,Municipality,Municipality,Unknown,Present,,0.487291992247,0.00672805011450,42,3,42.1389588,2.8885705,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5434,5418,70,ESP,Spain,940,Cataluña,13623,Girona,24464,n.a. (105),14496,Cabanelles,Cabanellas,Municipality,Municipality,Unknown,Present,,0.472309389028,0.00556841481200,42,3,42.2307076,2.8204428,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5460,5442,70,ESP,Spain,940,Cataluña,13623,Girona,24464,n.a. (105),14520,Maçanet de Cabrenys,Massanet de Cabrenys,Municipality,Municipality,Unknown,Present,,0.401844319599,0.00739011852450,42,3,42.3855788,2.7536736,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5429,5412,70,ESP,Spain,940,Cataluña,13623,Girona,24464,n.a. (105),14490,Albanyà,Albañá,Municipality,Municipality,Unknown,Present,,0.850471304230,0.0103186621665,42,3,42.3057298,2.7216225,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5490,5475,70,ESP,Spain,940,Cataluña,13623,Girona,24465,n.a. (106),14558,Arbúcies,Arbucias,Municipality,Municipality,Unknown,Present,,0.530416303287,0.00932926214600,42,2,41.8170542,2.5143682,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
3574,3552,70,ESP,Spain,938,Castilla y León,13614,Soria,24395,n.a. (233),12507,Cigudosa,,Municipality,Municipality,Unknown,Present,,0.247916328328,0.00227100783400,42,-2,41.9350482,-2.055447,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5436,5423,70,ESP,Spain,940,Cataluña,13623,Girona,24464,n.a. (105),14501,Castelló d'Empúries,Castelló de Ampurias,Municipality,Municipality,Unknown,Present,,0.333611339221,0.00455232691750,42,3,42.2582587,3.0744421,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5598,5589,70,ESP,Spain,940,Cataluña,13624,Lleida,24470,n.a. (161),14677,Rialp,,Municipality,Municipality,Unknown,Present,,0.495944218151,0.00687793818650,42,1,42.4434777,1.1351768,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5438,5420,70,ESP,Spain,940,Cataluña,13623,Girona,24464,n.a. (105),14498,Cadaqués,,Municipality,Municipality,Unknown,Present,,0.514194517456,0.00300827339050,42,3,42.2889571,3.2783888,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5630,5619,70,ESP,Spain,940,Cataluña,13624,Lleida,24471,n.a. (162),14707,Riu de Cerdanya,Ríu,Municipality,Municipality,Unknown,Present,,0.178669627356,0.00136573700750,42,2,42.3455597,1.8262532,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5442,5425,70,ESP,Spain,940,Cataluña,13623,Girona,24464,n.a. (105),14503,Colera,,Municipality,Municipality,Unknown,Present,,0.296988841774,0.00268096013500,42,3,42.4037521,3.1506128,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5518,5503,70,ESP,Spain,940,Cataluña,13623,Girona,24466,n.a. (107),14586,Calonge,,Municipality,Municipality,Unknown,Present,,0.306854606868,0.00366490471150,42,3,41.8616196,3.0725781,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5445,5428,70,ESP,Spain,940,Cataluña,13623,Girona,24464,n.a. (105),14506,El Port de la Selva,,Municipality,Municipality,Unknown,Present,,0.541947715097,0.00460108980300,42,3,42.3365934,3.2036884,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5450,5434,70,ESP,Spain,940,Cataluña,13623,Girona,24464,n.a. (105),14512,La Jonquera,,Municipality,Municipality,Unknown,Present,,0.527759747911,0.00627021796850,42,3,42.4166949,2.8732353,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7248,7238,70,ESP,Spain,945,Extremadura,13634,Cáceres,24555,n.a. (72),16351,Valdastillas,,Municipality,Municipality,Unknown,Present,,0.228204921596,0.000857736366500,40,-6,40.1324756,-5.8794831,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5458,5440,70,ESP,Spain,940,Cataluña,13623,Girona,24464,n.a. (105),14518,Llançà,Llansá,Municipality,Municipality,Unknown,Present,,0.344107356394,0.00305425842400,42,3,42.3651845,3.1612172,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5542,5527,70,ESP,Spain,940,Cataluña,13623,Girona,24466,n.a. (107),14610,Santa Cristina d'Aro,Santa Cristina de Aro,Municipality,Municipality,Unknown,Present,,0.487531498448,0.00737685333450,42,3,41.815661,3.0029273,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5456,5438,70,ESP,Spain,940,Cataluña,13623,Girona,24464,n.a. (105),14516,L'Escala,,Municipality,Municipality,Unknown,Present,,0.323407523552,0.00181331246050,42,3,42.1247845,3.1323963,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5566,5556,70,ESP,Spain,940,Cataluña,13624,Lleida,24469,n.a. (160),14639,Cervià de les Garrigues,Cerviá,Municipality,Municipality,Unknown,Present,,0.348382172503,0.00366757377550,41,1,41.4265022,0.860136,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5475,5457,70,ESP,Spain,940,Cataluña,13623,Girona,24464,n.a. (105),14535,Roses,Rosas,Municipality,Municipality,Unknown,Present,,0.493637447264,0.00507669520650,42,3,42.2629682,3.174805,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5488,5473,70,ESP,Spain,940,Cataluña,13623,Girona,24465,n.a. (106),14556,Amer,,Municipality,Municipality,Unknown,Present,,0.369161302990,0.00427098690000,42,3,42.0094976,2.604287,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5798,5790,70,ESP,Spain,940,Cataluña,13625,Tarragona,24482,n.a. (242),14897,El Catllar,,Municipality,Municipality,Unknown,Present,,0.295877330488,0.00282796013050,41,1,41.1745577,1.3240554,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5820,5812,70,ESP,Spain,940,Cataluña,13625,Tarragona,24483,n.a. (243),14968,Marçà,Marsá,Municipality,Municipality,Unknown,Present,,0.211734762531,0.00173816520600,41,1,41.1268215,0.8007984,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5491,5476,70,ESP,Spain,940,Cataluña,13623,Girona,24465,n.a. (106),14559,Blanes,,Municipality,Municipality,Unknown,Present,,0.247702109725,0.00195477090950,42,3,41.6742668,2.7920964,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5571,5562,70,ESP,Spain,940,Cataluña,13624,Lleida,24469,n.a. (160),14645,Fulleda,,Municipality,Municipality,Unknown,Present,,0.203433561358,0.00175587866800,41,1,41.4634846,1.0249828,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5502,5486,70,ESP,Spain,940,Cataluña,13623,Girona,24465,n.a. (106),14569,Osor,,Municipality,Municipality,Unknown,Present,,0.436330846016,0.00566531586900,42,3,41.9469954,2.552534,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5499,5483,70,ESP,Spain,940,Cataluña,13623,Girona,24465,n.a. (106),14566,Lloret de Mar,,Municipality,Municipality,Unknown,Present,,0.346757219180,0.00523403457350,42,3,41.6987848,2.8475835,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5504,5491,70,ESP,Spain,940,Cataluña,13623,Girona,24465,n.a. (106),14574,Sant Hilari Sacalm,San Hialrio Sacalm,Municipality,Municipality,Unknown,Present,,0.661609010732,0.00908226654150,42,3,41.8789572,2.510884,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5509,5496,70,ESP,Spain,940,Cataluña,13623,Girona,24465,n.a. (106),14579,Tossa de Mar,Tossa,Municipality,Municipality,Unknown,Present,,0.371431053605,0.00417435611150,42,3,41.7201833,2.9320973,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
6008,5994,70,ESP,Spain,940,Cataluña,13625,Tarragona,24484,n.a. (244),14983,La Torre de l'Espanyol,,Municipality,Municipality,Unknown,Present,,0.254616443794,0.00298632764550,41,1,41.1925067,0.6271237,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5516,5501,70,ESP,Spain,940,Cataluña,13623,Girona,24466,n.a. (107),14584,Begur,Bagur,Municipality,Municipality,Unknown,Present,,0.307570234570,0.00231513984450,42,3,41.9537345,3.2081359,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
6108,6095,70,ESP,Spain,942,Comunidad de Madrid,13628,Madrid,24491,n.a. (176),15098,Cobeña,,Municipality,Municipality,Unknown,Present,,0.240667892697,0.00222243921950,41,-4,40.5673322,-3.5048392,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5519,5504,70,ESP,Spain,940,Cataluña,13623,Girona,24466,n.a. (107),14587,Castell-Platja d'Aro,Castillo y Playa de Aro,Municipality,Municipality,Unknown,Present,,0.239571367703,0.00235539109150,42,3,41.8180012,3.0670037,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5531,5518,70,ESP,Spain,940,Cataluña,13623,Girona,24466,n.a. (107),14601,Mont-ras,Montrás,Municipality,Municipality,Unknown,Present,,0.179992250957,0.00132750349950,42,3,41.9082223,3.1470372,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5536,5537,70,ESP,Spain,940,Cataluña,13623,Girona,24466,n.a. (107),14620,Vilopriu,Vilopríu,Municipality,Municipality,Unknown,Present,,0.231949415841,0.00180005811800,42,3,42.1039579,2.9930082,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5863,5851,70,ESP,Spain,944,Comunidad Valenciana,13631,Castellón,24519,n.a. (211),15790,Forcall,,Municipality,Municipality,Unknown,Present,,0.477946567370,0.00416900410750,41,0,40.6462523,-0.2024678,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5532,5519,70,ESP,Spain,940,Cataluña,13623,Girona,24466,n.a. (107),14602,Palafrugell,,Municipality,Municipality,Unknown,Present,,0.351297534407,0.00296738254650,42,3,41.9171881,3.1638167,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5575,5566,70,ESP,Spain,940,Cataluña,13624,Lleida,24469,n.a. (160),14649,La Granadella,,Municipality,Municipality,Unknown,Present,,0.485902073399,0.00956552597250,41,1,41.3567187,0.6658524,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5533,5520,70,ESP,Spain,940,Cataluña,13623,Girona,24466,n.a. (107),14603,Palamós,,Municipality,Municipality,Unknown,Present,,0.276488851400,0.00159444770850,42,3,41.8467643,3.1286356,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5579,5570,70,ESP,Spain,940,Cataluña,13624,Lleida,24469,n.a. (160),14653,Les Borges Blanques,,Municipality,Municipality,Unknown,Present,,0.489031611303,0.00666469888600,41,1,41.5205236,0.8692022,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
2199,2159,70,ESP,Spain,938,Castilla y León,13609,Burgos,24356,n.a. (60),11098,Castrillo Matajudíos,,Municipality,Municipality,Unknown,Present,,0.216762009772,0.00240828576350,42,-4,42.3105336,-4.1738816,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5541,5526,70,ESP,Spain,940,Cataluña,13623,Girona,24466,n.a. (107),14609,Sant Feliu de Guíxols,San Felíu de Guixols,Municipality,Municipality,Unknown,Present,,0.252303173769,0.00175406668350,42,3,41.7805807,3.0307333,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5588,5579,70,ESP,Spain,940,Cataluña,13624,Lleida,24469,n.a. (160),14662,Vinaixa,,Municipality,Municipality,Unknown,Present,,0.301557232136,0.00404523355350,41,1,41.4288637,0.9736408,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
1536,1500,70,ESP,Spain,936,Aragón,13605,Teruel,24326,n.a. (250),10333,La Cuba,,Municipality,Municipality,Unknown,Present,,0.125498374448,0.000692051402500,41,0,40.593412,-0.297479,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5544,5530,70,ESP,Spain,940,Cataluña,13623,Girona,24466,n.a. (107),14613,Torroella de Montgrí,,Municipality,Municipality,Unknown,Present,,0.559902440441,0.00720637960100,42,3,42.0431787,3.1263609,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5553,5543,70,ESP,Spain,940,Cataluña,13624,Lleida,24468,n.a. (159),14626,Es Bòrdes,,Municipality,Municipality,Unknown,Present,,0.297571752248,0.00236666840200,43,1,42.7377243,0.7190797,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
6113,6099,70,ESP,Spain,942,Comunidad de Madrid,13628,Madrid,24491,n.a. (176),15102,Fuente el Saz de Jarama,,Municipality,Municipality,Unknown,Present,,0.270694382946,0.00354379982350,41,-4,40.6387703,-3.5112904,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5555,5545,70,ESP,Spain,940,Cataluña,13624,Lleida,24468,n.a. (159),14628,Naut Aran,Alto Arán,Municipality,Municipality,Unknown,Present,,1.01942007513,0.0280650834010,43,1,42.7088889,0.9030556,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5589,5580,70,ESP,Spain,940,Cataluña,13624,Lleida,24470,n.a. (161),14663,Alins,Alíns,Municipality,Municipality,Unknown,Present,,0.665493647905,0.0202749990350,43,1,42.5492769,1.3174852,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5556,5546,70,ESP,Spain,940,Cataluña,13624,Lleida,24468,n.a. (159),14629,Vielha e Mijaran,Viella y Medio Arán,Municipality,Municipality,Unknown,Present,,0.834821014729,0.0231864526120,43,1,42.7016544,0.7956383,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5568,5559,70,ESP,Spain,940,Cataluña,13624,Lleida,24469,n.a. (160),14642,El Vilosell,Vilosell,Municipality,Municipality,Unknown,Present,,0.220436550837,0.00202261271650,41,1,41.3830537,0.9466231,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5563,5553,70,ESP,Spain,940,Cataluña,13624,Lleida,24469,n.a. (160),14636,Bellaguarda,Pobla de Granadella,Municipality,Municipality,Unknown,Present,,0.212146035171,0.00188845220800,41,1,41.336977,0.7346494,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5573,5564,70,ESP,Spain,940,Cataluña,13624,Lleida,24469,n.a. (160),14647,Juncosa,,Municipality,Municipality,Unknown,Present,,0.448900953542,0.00824218555700,41,1,41.3714823,0.7753397,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5590,5581,70,ESP,Spain,940,Cataluña,13624,Lleida,24470,n.a. (161),14664,Alt Àneu,Alto Aneu,Municipality,Municipality,Unknown,Present,,0.827234409843,0.0213746867330,43,1,42.635288,1.107489,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5595,5586,70,ESP,Spain,940,Cataluña,13624,Lleida,24470,n.a. (161),14669,Esterri de Cardós,,Municipality,Municipality,Unknown,Present,,0.212118775426,0.00180930101300,43,1,41.6141518,0.6257825,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5591,5582,70,ESP,Spain,940,Cataluña,13624,Lleida,24470,n.a. (161),14665,Baix Pallars,Bajo Pallars,Municipality,Municipality,Unknown,Present,,0.776190469807,0.0141375313540,42,1,42.325556,1.065556,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5592,5583,70,ESP,Spain,940,Cataluña,13624,Lleida,24470,n.a. (161),14666,El Pont de Suert,,Municipality,Municipality,Unknown,Present,,0.878258238699,0.0162133964680,42,1,42.4084814,0.741766,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5596,5587,70,ESP,Spain,940,Cataluña,13624,Lleida,24470,n.a. (161),14675,Lladorre,,Municipality,Municipality,Unknown,Present,,0.655900413606,0.0162661118280,43,1,42.621507,1.2490693,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
3771,3755,70,ESP,Spain,938,Castilla y León,13615,Valladolid,24403,n.a. (263),12724,Valverde de Campos,,Municipality,Municipality,Unknown,Present,,0.216149739448,0.00229949983350,42,-5,41.834906,-5.0374015,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5599,5590,70,ESP,Spain,940,Cataluña,13624,Lleida,24470,n.a. (161),14678,Sarroca de Bellera,,Municipality,Municipality,Unknown,Present,,0.557744346892,0.00954640199500,42,1,42.3597101,0.8811588,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5600,5591,70,ESP,Spain,940,Cataluña,13624,Lleida,24470,n.a. (161),14679,Senterada,,Municipality,Municipality,Unknown,Present,,0.394126638038,0.00376992948250,42,1,42.3242963,0.93659,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5601,5592,70,ESP,Spain,940,Cataluña,13624,Lleida,24470,n.a. (161),14680,Soriguera,,Municipality,Municipality,Unknown,Present,,0.689255141034,0.0115669910005,42,1,42.3706918,1.1816616,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
2759,2734,70,ESP,Spain,938,Castilla y León,13610,León,24373,n.a. (156),11681,Chozas de Abajo,,Municipality,Municipality,Unknown,Present,,0.194623027930,0.00124868301750,42,-6,42.5072551,-5.6865519,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5605,5596,70,ESP,Spain,940,Cataluña,13624,Lleida,24470,n.a. (161),14684,Vilaller,,Municipality,Municipality,Unknown,Present,,0.602521661718,0.00642931666550,43,1,42.4765041,0.7174102,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5612,5602,70,ESP,Spain,940,Cataluña,13624,Lleida,24471,n.a. (162),14690,Coll de Nargó,,Municipality,Municipality,Unknown,Present,,0.691734974817,0.0167400324695,42,1,42.17325,1.3165101,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5705,5695,70,ESP,Spain,940,Cataluña,13624,Lleida,24476,n.a. (167),14797,Cervera,,Municipality,Municipality,Unknown,Present,,0.483351967504,0.00596893707850,42,1,41.6683214,1.2751514,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5609,5599,70,ESP,Spain,940,Cataluña,13624,Lleida,24471,n.a. (162),14687,Bellver de Cerdanya,Bellver de Cerdaña,Municipality,Municipality,Unknown,Present,,0.671529355355,0.0106527644455,42,2,42.3701531,1.7782706,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5616,5605,70,ESP,Spain,940,Cataluña,13624,Lleida,24471,n.a. (162),14693,Fígols i Alinyà,Figols y Aiñá,Municipality,Municipality,Unknown,Present,,0.685659447855,0.0111455530080,42,1,42.1803469,1.4235637,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5617,5606,70,ESP,Spain,940,Cataluña,13624,Lleida,24471,n.a. (162),14694,Gósol,,Municipality,Municipality,Unknown,Present,,0.471158270954,0.00603752743650,42,2,42.2369978,1.6603249,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5621,5610,70,ESP,Spain,940,Cataluña,13624,Lleida,24471,n.a. (162),14698,Les Valls d'Aguilar,Valls de Aguilar,Municipality,Municipality,Unknown,Present,,0.804737107844,0.0134902291365,42,1,42.2958333,1.3430556,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
6009,5995,70,ESP,Spain,940,Cataluña,13625,Tarragona,24484,n.a. (244),14984,Miravet,,Municipality,Municipality,Unknown,Present,,0.317394074515,0.00348584845600,41,1,41.040006,0.5978457,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5625,5614,70,ESP,Spain,940,Cataluña,13624,Lleida,24471,n.a. (162),14702,Montferrer i Castellbò,Montferrer y Castellbó,Municipality,Municipality,Unknown,Present,,0.775533365233,0.0193633633810,42,1,42.3417167,1.427727,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5622,5611,70,ESP,Spain,940,Cataluña,13624,Lleida,24471,n.a. (162),14699,Les Valls de Valira,Valls de Valira,Municipality,Municipality,Unknown,Present,,1.03233288308,0.0185195133865,42,1,42.3844444,1.4594444,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5633,5622,70,ESP,Spain,940,Cataluña,13624,Lleida,24472,n.a. (163),14710,Conca de Dalt,,Municipality,Municipality,Unknown,Present,,0.888416214130,0.0180584984625,42,1,42.2461111,0.9730556,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5634,5623,70,ESP,Spain,940,Cataluña,13624,Lleida,24472,n.a. (163),14711,Gavet de la Conca,,Municipality,Municipality,Unknown,Present,,0.687299825679,0.00990546495300,42,1,42.1227265,0.9211597,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5696,6227,70,ESP,Spain,943,Comunidad Foral de Navarra,13629,Navarra,24498,n.a. (187),15244,Bakaiku,Bacáicoa,Municipality,Municipality,Unknown,Present,,0.192341170120,0.00130286791400,43,-2,42.8924924,-2.1021317,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5642,5630,70,ESP,Spain,940,Cataluña,13624,Lleida,24472,n.a. (163),14718,Tremp,,Municipality,Municipality,Unknown,Present,,1.46736278103,0.0329634471500,42,1,42.1685809,0.8949026,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5961,5949,70,ESP,Spain,940,Cataluña,13625,Tarragona,24482,n.a. (242),14941,Vilabella,,Municipality,Municipality,Unknown,Present,,0.290023552378,0.00196128808700,41,1,41.248242,1.3316246,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5963,5951,70,ESP,Spain,940,Cataluña,13625,Tarragona,24482,n.a. (242),14943,Vilanova d'Escornalbou,Vilanova de Escornalbou,Municipality,Municipality,Unknown,Present,,0.244224537620,0.00184960662050,41,1,41.1141893,0.9367994,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5646,5633,70,ESP,Spain,940,Cataluña,13624,Lleida,24473,n.a. (164),14721,Clariana de Cardener,Clariana,Municipality,Municipality,Unknown,Present,,0.464606760939,0.00441669251900,42,2,41.9334652,1.6239094,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5647,5634,70,ESP,Spain,940,Cataluña,13624,Lleida,24473,n.a. (164),14722,Guixers,Guixes,Municipality,Municipality,Unknown,Present,,0.810273025404,0.00719092200150,42,2,42.131881,1.6336464,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
2822,2796,70,ESP,Spain,938,Castilla y León,13611,Palencia,24376,n.a. (200),11747,Villabasta de Valdavia,,Municipality,Municipality,Unknown,Present,,0.192475569077,0.00126522873950,43,-5,42.5608357,-4.6025653,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5652,5639,70,ESP,Spain,940,Cataluña,13624,Lleida,24473,n.a. (164),14727,Navès,Navés,Municipality,Municipality,Unknown,Present,,1.09933001973,0.0158652634050,42,2,41.9907113,1.6404911,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5708,5698,70,ESP,Spain,940,Cataluña,13624,Lleida,24476,n.a. (167),14800,Els Plans de Sió,,Municipality,Municipality,Unknown,Present,,0.486697717682,0.00606342487850,42,1,41.8045101,1.2698843,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5653,5640,70,ESP,Spain,940,Cataluña,13624,Lleida,24473,n.a. (164),14728,Odèn,Oden,Municipality,Municipality,Unknown,Present,,0.721859822535,0.0123891397355,42,1,42.1326391,1.4546931,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5655,5642,70,ESP,Spain,940,Cataluña,13624,Lleida,24473,n.a. (164),14730,Olius,Olíus,Municipality,Municipality,Unknown,Present,,0.689919980516,0.00595505760550,42,2,42.0095724,1.565473,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5995,5982,70,ESP,Spain,944,Comunidad Valenciana,13631,Castellón,24516,Alt Palancia,15752,Pina de Montalgrao,,Municipality,Municipality,Unknown,Present,,0.304747091752,0.00333705574750,40,-1,40.0206702,-0.6548302,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5657,5644,70,ESP,Spain,940,Cataluña,13624,Lleida,24473,n.a. (164),14732,Pinell de Solsonès,Pinell,Municipality,Municipality,Unknown,Present,,0.612145522666,0.00990308270350,42,1,41.9711502,1.3998185,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5664,5649,70,ESP,Spain,940,Cataluña,13624,Lleida,24474,n.a. (165),14737,Àger,Ager,Municipality,Municipality,Unknown,Present,,0.806661693182,0.0175323042645,42,1,42.0028246,0.7643949,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5710,5700,70,ESP,Spain,940,Cataluña,13624,Lleida,24476,n.a. (167),14802,Granyanella,Grañanella,Municipality,Municipality,Unknown,Present,,0.239444299272,0.00259400604050,42,1,41.6477207,1.2235292,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5668,5653,70,ESP,Spain,940,Cataluña,13624,Lleida,24474,n.a. (165),14741,Artesa de Segre,,Municipality,Municipality,Unknown,Present,,1.06040035059,0.0192079137610,42,1,41.8950081,1.047474,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
5681,5668,70,ESP,Spain,940,Cataluña,13624,Lleida,24474,n.a. (165),14756,Oliola,,Municipality,Municipality,Unknown,Present,,0.671197304976,0.00936209144500,42,1,41.8752242,1.175909,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
