Vuelo,Compañía,Fecha,scheduled,arrival,Retraso,late?,scheduled_hour,morning?,Origen
KQ9328,KENYA AIRWAYS LTD.,04/11/2014,09:20,09:20,0,FALSE,9,TRUE,PARIS /CHARLES DE GAULLE
UX3470,AIR EUROPA,04/11/2014,09:20,09:20,0,FALSE,9,TRUE,PARIS /CHARLES DE GAULLE
AF1148,AIR FRANCE,04/11/2013,09:20,09:20,0,FALSE,9,TRUE,PARIS /CHARLES DE GAULLE
COA9739,CONTINENTAL AIRLINES INC.,04/11/2013,09:20,09:20,0,FALSE,9,TRUE,PALMA DE MALLORCA
DL8699,DELTA AIR LINES,04/11/2013,09:20,09:20,0,FALSE,9,TRUE,PARIS /CHARLES DE GAULLE
JKK5703,SPANAIR,04/11/2013,09:20,09:20,0,FALSE,9,TRUE,PALMA DE MALLORCA
JL5701,JAPAN AIRLINES,04/11/2013,09:20,09:20,0,FALSE,9,TRUE,PARIS /CHARLES DE GAULLE
KQ9328,KENYA AIRWAYS LTD.,04/11/2013,09:20,09:20,0,FALSE,9,TRUE,PARIS /CHARLES DE GAULLE
UX3470,AIR EUROPA,04/11/2013,09:20,09:20,0,FALSE,9,TRUE,PARIS /CHARLES DE GAULLE
AF1148,AIR FRANCE,04/11/2013,09:20,09:20,0,FALSE,9,TRUE,PARIS /CHARLES DE GAULLE
COA9739,CONTINENTAL AIRLINES INC.,04/11/2013,09:20,09:20,0,FALSE,9,TRUE,PALMA DE MALLORCA
DL8699,DELTA AIR LINES,04/11/2013,09:20,09:20,0,FALSE,9,TRUE,PARIS /CHARLES DE GAULLE
JKK5703,SPANAIR,04/11/2013,09:20,09:20,0,FALSE,9,TRUE,PALMA DE MALLORCA
JL5701,JAPAN AIRLINES,04/11/2013,09:20,09:20,0,FALSE,9,TRUE,PARIS /CHARLES DE GAULLE
KQ9328,KENYA AIRWAYS LTD.,04/11/2013,09:20,09:20,0,FALSE,9,TRUE,PARIS /CHARLES DE GAULLE
UX3470,AIR EUROPA,04/11/2013,09:20,09:20,0,FALSE,9,TRUE,PARIS /CHARLES DE GAULLE
AF1148,AIR FRANCE,04/11/2013,09:20,09:20,0,FALSE,9,TRUE,PARIS /CHARLES DE GAULLE
COA9739,CONTINENTAL AIRLINES INC.,04/11/2013,09:20,09:20,0,FALSE,9,TRUE,PALMA DE MALLORCA
DL8699,DELTA AIR LINES,04/11/2013,09:20,09:20,0,FALSE,9,TRUE,PARIS /CHARLES DE GAULLE
JKK5703,SPANAIR,04/11/2013,09:20,09:20,0,FALSE,9,TRUE,PALMA DE MALLORCA
JL5701,JAPAN AIRLINES,04/11/2013,09:20,09:20,0,FALSE,9,TRUE,PARIS /CHARLES DE GAULLE
KQ9328,KENYA AIRWAYS LTD.,04/11/2013,09:20,09:20,0,FALSE,9,TRUE,PARIS /CHARLES DE GAULLE
UX3470,AIR EUROPA,04/11/2013,09:20,09:20,0,FALSE,9,TRUE,PARIS /CHARLES DE GAULLE
AA6748,AMERICAN AIRLINES,04/11/2014,09:25,09:25,0,FALSE,9,TRUE,LONDRES / HEATHROW
BAW0472,BRITISH AIRWAYS,04/11/2014,09:25,09:25,0,FALSE,9,TRUE,LONDRES / HEATHROW
EZY3915,EASYJET AIRLINE CO. LTD.,04/11/2014,09:25,09:25,0,FALSE,9,TRUE,PARIS /CHARLES DE GAULLE
IBE5861,IBERIA,04/11/2014,09:25,09:25,0,FALSE,9,TRUE,AMSTERDAM/SCHIPHOL
IBE7471,IBERIA,04/11/2014,09:25,09:25,0,FALSE,9,TRUE,LONDRES / HEATHROW
VLG8318,VUELING AIRLINES,04/11/2014,09:25,09:25,0,FALSE,9,TRUE,AMSTERDAM/SCHIPHOL
AA6748,AMERICAN AIRLINES,04/11/2013,09:25,09:25,0,FALSE,9,TRUE,LONDRES / HEATHROW
BAW0472,BRITISH AIRWAYS,04/11/2013,09:25,09:25,0,FALSE,9,TRUE,LONDRES / HEATHROW
EZY3915,EASYJET AIRLINE CO. LTD.,04/11/2013,09:25,09:25,0,FALSE,9,TRUE,PARIS /CHARLES DE GAULLE
IBE5861,IBERIA,04/11/2013,09:25,09:25,0,FALSE,9,TRUE,AMSTERDAM/SCHIPHOL
IBE7471,IBERIA,04/11/2013,09:25,09:25,0,FALSE,9,TRUE,LONDRES / HEATHROW
VLG8318,VUELING AIRLINES,04/11/2013,09:25,09:25,0,FALSE,9,TRUE,AMSTERDAM/SCHIPHOL
AA6748,AMERICAN AIRLINES,04/11/2013,09:25,09:25,0,FALSE,9,TRUE,LONDRES / HEATHROW
BAW0472,BRITISH AIRWAYS,04/11/2013,09:25,09:25,0,FALSE,9,TRUE,LONDRES / HEATHROW
EZY3915,EASYJET AIRLINE CO. LTD.,04/11/2013,09:25,09:25,0,FALSE,9,TRUE,PARIS /CHARLES DE GAULLE
IBE5861,IBERIA,04/11/2013,09:25,09:25,0,FALSE,9,TRUE,AMSTERDAM/SCHIPHOL
IBE7471,IBERIA,04/11/2013,09:25,09:25,0,FALSE,9,TRUE,LONDRES / HEATHROW
VLG8318,VUELING AIRLINES,04/11/2013,09:25,09:25,0,FALSE,9,TRUE,AMSTERDAM/SCHIPHOL
AA6748,AMERICAN AIRLINES,04/11/2013,09:25,09:25,0,FALSE,9,TRUE,LONDRES / HEATHROW
BAW0472,BRITISH AIRWAYS,04/11/2013,09:25,09:25,0,FALSE,9,TRUE,LONDRES / HEATHROW
EZY3915,EASYJET AIRLINE CO. LTD.,04/11/2013,09:25,09:25,0,FALSE,9,TRUE,PARIS /CHARLES DE GAULLE
IBE5861,IBERIA,04/11/2013,09:25,09:25,0,FALSE,9,TRUE,AMSTERDAM/SCHIPHOL
IBE7471,IBERIA,04/11/2013,09:25,09:25,0,FALSE,9,TRUE,LONDRES / HEATHROW
VLG8318,VUELING AIRLINES,04/11/2013,09:25,09:25,0,FALSE,9,TRUE,AMSTERDAM/SCHIPHOL
NAX1740,NORWEGIAN AIR SHUTTLE A.S.,04/11/2014,09:30,09:30,0,FALSE,9,TRUE,OSLO
RYR4584,RYANAIR,04/11/2014,09:30,09:30,0,FALSE,9,TRUE,OPORTO
RYR4584,RYANAIR,04/11/2013,09:30,09:30,0,FALSE,9,TRUE,OPORTO
RYR4584,RYANAIR,04/11/2013,09:30,09:30,0,FALSE,9,TRUE,OPORTO
RYR4584,RYANAIR,04/11/2013,09:30,09:30,0,FALSE,9,TRUE,OPORTO
RYR6397,RYANAIR,04/11/2014,09:35,09:35,0,FALSE,9,TRUE,SEVILLA
RYR6397,RYANAIR,04/11/2013,09:35,09:35,0,FALSE,9,TRUE,SEVILLA
RYR6397,RYANAIR,04/11/2013,09:35,09:35,0,FALSE,9,TRUE,SEVILLA
RYR6397,RYANAIR,04/11/2013,09:35,09:35,0,FALSE,9,TRUE,SEVILLA
IBE6830,IBERIA,04/11/2014,09:40,09:40,0,FALSE,9,TRUE,SANTIAGO DE CHILE
RYR6342,RYANAIR,04/11/2014,09:40,09:40,0,FALSE,9,TRUE,ROMA /CIAMPINO
SIA068,"SINGAPORE AIRLINES,LTD.",04/11/2014,09:40,09:40,0,FALSE,9,TRUE,SINGAPORE
IBE0830,IBERIA,04/11/2013,09:40,09:40,0,FALSE,9,TRUE,MADRID-BARAJAS
IBE6756,IBERIA,04/11/2013,09:40,09:40,0,FALSE,9,TRUE,MADRID-BARAJAS
IBE6830,IBERIA,04/11/2013,09:40,09:40,0,FALSE,9,TRUE,SANTIAGO DE CHILE
IBE0830,IBERIA,04/11/2013,09:40,09:40,0,FALSE,9,TRUE,MADRID-BARAJAS
IBE6756,IBERIA,04/11/2013,09:40,09:40,0,FALSE,9,TRUE,MADRID-BARAJAS
IBE6824,IBERIA,04/11/2013,09:40,09:40,0,FALSE,9,TRUE,SAO PAULO /GUARULHOS
IBE6830,IBERIA,04/11/2013,09:40,09:40,0,FALSE,9,TRUE,SANTIAGO DE CHILE
RYR6342,RYANAIR,04/11/2013,09:40,09:40,0,FALSE,9,TRUE,ROMA /CIAMPINO
IBE0830,IBERIA,04/11/2013,09:40,09:40,0,FALSE,9,TRUE,MADRID-BARAJAS
IBE6756,IBERIA,04/11/2013,09:40,09:40,0,FALSE,9,TRUE,MADRID-BARAJAS
IBE6830,IBERIA,04/11/2013,09:40,09:40,0,FALSE,9,TRUE,SANTIAGO DE CHILE
IBE5603,IBERIA,04/11/2014,09:45,09:45,0,FALSE,9,TRUE,ALICANTE
IBE5685,IBERIA,04/11/2014,09:45,09:45,0,FALSE,9,TRUE,IBIZA
TAR514,TUNIS AIR-SOCIETE TUNISIENNE,04/11/2014,09:45,09:45,0,FALSE,9,TRUE,TUNEZ
VLG1301,VUELING AIRLINES,04/11/2014,09:45,09:45,0,FALSE,9,TRUE,ALICANTE
VLG3507,VUELING AIRLINES,04/11/2014,09:45,09:45,0,FALSE,9,TRUE,IBIZA
IBE5603,IBERIA,04/11/2013,09:45,09:45,0,FALSE,9,TRUE,ALICANTE
VLG1301,VUELING AIRLINES,04/11/2013,09:45,09:45,0,FALSE,9,TRUE,ALICANTE
IBE5603,IBERIA,04/11/2013,09:45,09:45,0,FALSE,9,TRUE,ALICANTE
VLG1301,VUELING AIRLINES,04/11/2013,09:45,09:45,0,FALSE,9,TRUE,ALICANTE
IBE5603,IBERIA,04/11/2013,09:45,09:45,0,FALSE,9,TRUE,ALICANTE
VLG1301,VUELING AIRLINES,04/11/2013,09:45,09:45,0,FALSE,9,TRUE,ALICANTE
AF5906,AIR FRANCE,04/11/2014,09:55,09:55,0,FALSE,9,TRUE,LYON
IBE5753,IBERIA,04/11/2014,09:55,09:55,0,FALSE,9,TRUE,PARIS /ORLY
JKK038,SPANAIR,04/11/2014,09:55,09:55,0,FALSE,9,TRUE,COPENHAGUE
LH1124,LUFTHANSA,04/11/2014,09:55,09:55,0,FALSE,9,TRUE,FRANKFURT
SAA7832,SOUTH AFRICAN AIRWAYS,04/11/2014,09:55,09:55,0,FALSE,9,TRUE,FRANKFURT
UX3456,AIR EUROPA,04/11/2014,09:55,09:55,0,FALSE,9,TRUE,LYON
VLG8012,VUELING AIRLINES,04/11/2014,09:55,09:55,0,FALSE,9,TRUE,PARIS /ORLY
AF5906,AIR FRANCE,04/11/2013,09:55,09:55,0,FALSE,9,TRUE,LYON
IBE5753,IBERIA,04/11/2013,09:55,09:55,0,FALSE,9,TRUE,PARIS /ORLY
JKK038,SPANAIR,04/11/2013,09:55,09:55,0,FALSE,9,TRUE,COPENHAGUE
LH1124,LUFTHANSA,04/11/2013,09:55,09:55,0,FALSE,9,TRUE,FRANKFURT
SAA7832,SOUTH AFRICAN AIRWAYS,04/11/2013,09:55,09:55,0,FALSE,9,TRUE,FRANKFURT
UX3456,AIR EUROPA,04/11/2013,09:55,09:55,0,FALSE,9,TRUE,LYON
VLG8012,VUELING AIRLINES,04/11/2013,09:55,09:55,0,FALSE,9,TRUE,PARIS /ORLY
VLG8012,VUELING AIRLINES,04/11/2013,09:55,09:55,0,FALSE,9,TRUE,PARIS /ORLY
AF5906,AIR FRANCE,04/11/2013,09:55,09:55,0,FALSE,9,TRUE,LYON
IBE5753,IBERIA,04/11/2013,09:55,09:55,0,FALSE,9,TRUE,PARIS /ORLY
JKK038,SPANAIR,04/11/2013,09:55,09:55,0,FALSE,9,TRUE,COPENHAGUE
LH1124,LUFTHANSA,04/11/2013,09:55,09:55,0,FALSE,9,TRUE,FRANKFURT
SAA7832,SOUTH AFRICAN AIRWAYS,04/11/2013,09:55,09:55,0,FALSE,9,TRUE,FRANKFURT
UX3456,AIR EUROPA,04/11/2013,09:55,09:55,0,FALSE,9,TRUE,LYON
VLG8012,VUELING AIRLINES,04/11/2013,09:55,09:55,0,FALSE,9,TRUE,PARIS /ORLY
EZY8571,EASYJET AIRLINE CO. LTD.,04/11/2014,10:00,10:00,0,FALSE,10,TRUE,LONDRES /GATWICK
JKK6513,SPANAIR,04/11/2014,10:00,10:00,0,FALSE,10,TRUE,BILBAO
UX3924,AIR EUROPA,04/11/2014,10:00,10:00,0,FALSE,10,TRUE,BILBAO
EZY8571,EASYJET AIRLINE CO. LTD.,04/11/2013,10:00,10:00,0,FALSE,10,TRUE,LONDRES /GATWICK
EZY8571,EASYJET AIRLINE CO. LTD.,04/11/2013,10:00,10:00,0,FALSE,10,TRUE,LONDRES /GATWICK
EZY8571,EASYJET AIRLINE CO. LTD.,04/11/2013,10:00,10:00,0,FALSE,10,TRUE,LONDRES /GATWICK
DL9601,DELTA AIR LINES,04/11/2014,10:05,10:05,0,FALSE,10,TRUE,AMSTERDAM/SCHIPHOL
IBE5607,IBERIA,04/11/2014,10:05,10:05,0,FALSE,10,TRUE,BILBAO
IBE5617,IBERIA,04/11/2014,10:05,10:05,0,FALSE,10,TRUE,ASTURIAS
KL1665,K.L.M. ROYAL DUTCH AIRLINES,04/11/2014,10:05,10:05,0,FALSE,10,TRUE,AMSTERDAM/SCHIPHOL
KQ1665,KENYA AIRWAYS LTD.,04/11/2014,10:05,10:05,0,FALSE,10,TRUE,AMSTERDAM/SCHIPHOL
VLG1002,VUELING AIRLINES,04/11/2014,10:05,10:05,0,FALSE,10,TRUE,MADRID-BARAJAS
VLG1421,VUELING AIRLINES,04/11/2014,10:05,10:05,0,FALSE,10,TRUE,BILBAO
VLG1574,VUELING AIRLINES,04/11/2014,10:05,10:05,0,FALSE,10,TRUE,ASTURIAS
DL9601,DELTA AIR LINES,04/11/2013,10:05,10:05,0,FALSE,10,TRUE,AMSTERDAM/SCHIPHOL
IBE5607,IBERIA,04/11/2013,10:05,10:05,0,FALSE,10,TRUE,BILBAO
IBE5617,IBERIA,04/11/2013,10:05,10:05,0,FALSE,10,TRUE,ASTURIAS
IBE7865,IBERIA,04/11/2013,10:05,10:05,0,FALSE,10,TRUE,TEL AVIV
KL1665,K.L.M. ROYAL DUTCH AIRLINES,04/11/2013,10:05,10:05,0,FALSE,10,TRUE,AMSTERDAM/SCHIPHOL
KQ1665,KENYA AIRWAYS LTD.,04/11/2013,10:05,10:05,0,FALSE,10,TRUE,AMSTERDAM/SCHIPHOL
LY393,EL-AL ISRAEL AIRLINES LTD.,04/11/2013,10:05,10:05,0,FALSE,10,TRUE,TEL AVIV
VLG1002,VUELING AIRLINES,04/11/2013,10:05,10:05,0,FALSE,10,TRUE,MADRID-BARAJAS
VLG1421,VUELING AIRLINES,04/11/2013,10:05,10:05,0,FALSE,10,TRUE,BILBAO
VLG1574,VUELING AIRLINES,04/11/2013,10:05,10:05,0,FALSE,10,TRUE,ASTURIAS
DL9601,DELTA AIR LINES,04/11/2013,10:05,10:05,0,FALSE,10,TRUE,AMSTERDAM/SCHIPHOL
IBE5607,IBERIA,04/11/2013,10:05,10:05,0,FALSE,10,TRUE,BILBAO
IBE5617,IBERIA,04/11/2013,10:05,10:05,0,FALSE,10,TRUE,ASTURIAS
IBE7865,IBERIA,04/11/2013,10:05,10:05,0,FALSE,10,TRUE,TEL AVIV
KL1665,K.L.M. ROYAL DUTCH AIRLINES,04/11/2013,10:05,10:05,0,FALSE,10,TRUE,AMSTERDAM/SCHIPHOL
KQ1665,KENYA AIRWAYS LTD.,04/11/2013,10:05,10:05,0,FALSE,10,TRUE,AMSTERDAM/SCHIPHOL
LY393,EL-AL ISRAEL AIRLINES LTD.,04/11/2013,10:05,10:05,0,FALSE,10,TRUE,TEL AVIV
VLG1002,VUELING AIRLINES,04/11/2013,10:05,10:05,0,FALSE,10,TRUE,MADRID-BARAJAS
VLG1421,VUELING AIRLINES,04/11/2013,10:05,10:05,0,FALSE,10,TRUE,BILBAO
VLG1574,VUELING AIRLINES,04/11/2013,10:05,10:05,0,FALSE,10,TRUE,ASTURIAS
DL9601,DELTA AIR LINES,04/11/2013,10:05,10:05,0,FALSE,10,TRUE,AMSTERDAM/SCHIPHOL
IBE5607,IBERIA,04/11/2013,10:05,10:05,0,FALSE,10,TRUE,BILBAO
IBE5617,IBERIA,04/11/2013,10:05,10:05,0,FALSE,10,TRUE,ASTURIAS
IBE7865,IBERIA,04/11/2013,10:05,10:05,0,FALSE,10,TRUE,TEL AVIV
KL1665,K.L.M. ROYAL DUTCH AIRLINES,04/11/2013,10:05,10:05,0,FALSE,10,TRUE,AMSTERDAM/SCHIPHOL
KQ1665,KENYA AIRWAYS LTD.,04/11/2013,10:05,10:05,0,FALSE,10,TRUE,AMSTERDAM/SCHIPHOL
LY393,EL-AL ISRAEL AIRLINES LTD.,04/11/2013,10:05,10:05,0,FALSE,10,TRUE,TEL AVIV
VLG1002,VUELING AIRLINES,04/11/2013,10:05,10:05,0,FALSE,10,TRUE,MADRID-BARAJAS
VLG1421,VUELING AIRLINES,04/11/2013,10:05,10:05,0,FALSE,10,TRUE,BILBAO
VLG1574,VUELING AIRLINES,04/11/2013,10:05,10:05,0,FALSE,10,TRUE,ASTURIAS
A31762,AEGEAN AIRLINES,04/11/2014,10:10,10:10,0,FALSE,10,TRUE,LISBOA
EIN562,AER LINGUS,04/11/2014,10:10,10:10,0,FALSE,10,TRUE,DUBLIN
EZY1073,EASYJET AIRLINE CO. LTD.,04/11/2014,10:10,10:10,0,FALSE,10,TRUE,BASEL /MULHOUSE
JKK9432,SPANAIR,04/11/2014,10:10,10:10,0,FALSE,10,TRUE,LISBOA
TAP748,TAP PORTUGAL,04/11/2014,10:10,10:10,0,FALSE,10,TRUE,LISBOA
A31762,AEGEAN AIRLINES,04/11/2013,10:10,10:10,0,FALSE,10,TRUE,LISBOA
EIN562,AER LINGUS,04/11/2013,10:10,10:10,0,FALSE,10,TRUE,DUBLIN
EZY1073,EASYJET AIRLINE CO. LTD.,04/11/2013,10:10,10:10,0,FALSE,10,TRUE,BASEL /MULHOUSE
JKK414,SPANAIR,04/11/2013,10:10,10:10,0,FALSE,10,TRUE,MADRID-BARAJAS
JKK9432,SPANAIR,04/11/2013,10:10,10:10,0,FALSE,10,TRUE,LISBOA
MSA2907,MISTRAL AIR,04/11/2013,10:10,10:10,0,FALSE,10,TRUE,CATANIA /FONTANAROSSA
TAP748,TAP PORTUGAL,04/11/2013,10:10,10:10,0,FALSE,10,TRUE,LISBOA
A31762,AEGEAN AIRLINES,04/11/2013,10:10,10:10,0,FALSE,10,TRUE,LISBOA
EIN562,AER LINGUS,04/11/2013,10:10,10:10,0,FALSE,10,TRUE,DUBLIN
EZY1073,EASYJET AIRLINE CO. LTD.,04/11/2013,10:10,10:10,0,FALSE,10,TRUE,BASEL /MULHOUSE
JKK414,SPANAIR,04/11/2013,10:10,10:10,0,FALSE,10,TRUE,MADRID-BARAJAS
JKK9432,SPANAIR,04/11/2013,10:10,10:10,0,FALSE,10,TRUE,LISBOA
MSA2907,MISTRAL AIR,04/11/2013,10:10,10:10,0,FALSE,10,TRUE,CATANIA /FONTANAROSSA
TAP748,TAP PORTUGAL,04/11/2013,10:10,10:10,0,FALSE,10,TRUE,LISBOA
A31762,AEGEAN AIRLINES,04/11/2013,10:10,10:10,0,FALSE,10,TRUE,LISBOA
EIN562,AER LINGUS,04/11/2013,10:10,10:10,0,FALSE,10,TRUE,DUBLIN
EZY1073,EASYJET AIRLINE CO. LTD.,04/11/2013,10:10,10:10,0,FALSE,10,TRUE,BASEL /MULHOUSE
JKK414,SPANAIR,04/11/2013,10:10,10:10,0,FALSE,10,TRUE,MADRID-BARAJAS
JKK9432,SPANAIR,04/11/2013,10:10,10:10,0,FALSE,10,TRUE,LISBOA
MSA2907,MISTRAL AIR,04/11/2013,10:10,10:10,0,FALSE,10,TRUE,CATANIA /FONTANAROSSA
TAP748,TAP PORTUGAL,04/11/2013,10:10,10:10,0,FALSE,10,TRUE,LISBOA
AA6290,AMERICAN AIRLINES,04/11/2014,10:15,10:15,0,FALSE,10,TRUE,LONDRES / HEATHROW
AF3202,AIR FRANCE,04/11/2014,10:15,10:15,0,FALSE,10,TRUE,NANTES-ATLANTIQUE
BAW0478,BRITISH AIRWAYS,04/11/2014,10:15,10:15,0,FALSE,10,TRUE,LONDRES / HEATHROW
IBE7451,IBERIA,04/11/2014,10:15,10:15,0,FALSE,10,TRUE,LONDRES / HEATHROW
QFA3367,QANTAS AIRWAYS LTD,04/11/2014,10:15,10:15,0,FALSE,10,TRUE,LONDRES / HEATHROW
UX3462,AIR EUROPA,04/11/2014,10:15,10:15,0,FALSE,10,TRUE,BURDEOS
AA6290,AMERICAN AIRLINES,04/11/2013,10:15,10:15,0,FALSE,10,TRUE,LONDRES / HEATHROW
AF3202,AIR FRANCE,04/11/2013,10:15,10:15,0,FALSE,10,TRUE,BURDEOS
BAW0478,BRITISH AIRWAYS,04/11/2013,10:15,10:15,0,FALSE,10,TRUE,LONDRES / HEATHROW
IBE7451,IBERIA,04/11/2013,10:15,10:15,0,FALSE,10,TRUE,LONDRES / HEATHROW
QFA3367,QANTAS AIRWAYS LTD,04/11/2013,10:15,10:15,0,FALSE,10,TRUE,LONDRES / HEATHROW
UX3462,AIR EUROPA,04/11/2013,10:15,10:15,0,FALSE,10,TRUE,BURDEOS
AA6290,AMERICAN AIRLINES,04/11/2013,10:15,10:15,0,FALSE,10,TRUE,LONDRES / HEATHROW
AF3202,AIR FRANCE,04/11/2013,10:15,10:15,0,FALSE,10,TRUE,BURDEOS
BAW0478,BRITISH AIRWAYS,04/11/2013,10:15,10:15,0,FALSE,10,TRUE,LONDRES / HEATHROW
IBE7451,IBERIA,04/11/2013,10:15,10:15,0,FALSE,10,TRUE,LONDRES / HEATHROW
QFA3367,QANTAS AIRWAYS LTD,04/11/2013,10:15,10:15,0,FALSE,10,TRUE,LONDRES / HEATHROW
UX3462,AIR EUROPA,04/11/2013,10:15,10:15,0,FALSE,10,TRUE,BURDEOS
AA6290,AMERICAN AIRLINES,04/11/2013,10:15,10:15,0,FALSE,10,TRUE,LONDRES / HEATHROW
AF3202,AIR FRANCE,04/11/2013,10:15,10:15,0,FALSE,10,TRUE,BURDEOS
BAW0478,BRITISH AIRWAYS,04/11/2013,10:15,10:15,0,FALSE,10,TRUE,LONDRES / HEATHROW
IBE7451,IBERIA,04/11/2013,10:15,10:15,0,FALSE,10,TRUE,LONDRES / HEATHROW
QFA3367,QANTAS AIRWAYS LTD,04/11/2013,10:15,10:15,0,FALSE,10,TRUE,LONDRES / HEATHROW
UX3462,AIR EUROPA,04/11/2013,10:15,10:15,0,FALSE,10,TRUE,BURDEOS
AF4861,AIR FRANCE,04/11/2014,10:20,10:20,0,FALSE,10,TRUE,MENORCA
AFL1545,AEROFLOT,04/11/2014,10:20,10:20,0,FALSE,10,TRUE,MENORCA
AZ2405,ALITALIA COMPAGNIA AEREA ITALIANA SPA,04/11/2014,10:20,10:20,0,FALSE,10,TRUE,MENORCA
AZ7894,ALITALIA COMPAGNIA AEREA ITALIANA SPA,04/11/2014,10:20,10:20,0,FALSE,10,TRUE,MILAN /LINATE
EZY7203,EASYJET AIRLINE CO. LTD.,04/11/2014,10:20,10:20,0,FALSE,10,TRUE,LIVERPOOL
IBE0910,IBERIA,04/11/2014,10:20,10:20,0,FALSE,10,TRUE,MADRID-BARAJAS
IBE6166,IBERIA,04/11/2014,10:20,10:20,0,FALSE,10,TRUE,BOSTON
IBE6250,IBERIA,04/11/2014,10:20,10:20,0,FALSE,10,TRUE,NUEVA YORK-J.F.KENNEDY
IBE6758,IBERIA,04/11/2014,10:20,10:20,0,FALSE,10,TRUE,MADRID-BARAJAS
JKK054,SPANAIR,04/11/2014,10:20,10:20,0,FALSE,10,TRUE,ESTOCOLMO /ARLANDA
KL3340,K.L.M. ROYAL DUTCH AIRLINES,04/11/2014,10:20,10:20,0,FALSE,10,TRUE,MENORCA
ROT9426,TAROM (ROMANIAN AIR TRANSPORT),04/11/2014,10:20,10:20,0,FALSE,10,TRUE,MENORCA
SMX5050,CAI FIRST S.P.A.,04/11/2014,10:20,10:20,0,FALSE,10,TRUE,MILAN /LINATE
UX6018,AIR EUROPA,04/11/2014,10:20,10:20,0,FALSE,10,TRUE,MENORCA
AF4861,AIR FRANCE,04/11/2013,10:20,10:20,0,FALSE,10,TRUE,MENORCA
AFL1545,AEROFLOT,04/11/2013,10:20,10:20,0,FALSE,10,TRUE,MENORCA
AZ2405,ALITALIA COMPAGNIA AEREA ITALIANA SPA,04/11/2013,10:20,10:20,0,FALSE,10,TRUE,MENORCA
EZY7203,EASYJET AIRLINE CO. LTD.,04/11/2013,10:20,10:20,0,FALSE,10,TRUE,LIVERPOOL
IBE0910,IBERIA,04/11/2013,10:20,10:20,0,FALSE,10,TRUE,MADRID-BARAJAS
IBE6250,IBERIA,04/11/2013,10:20,10:20,0,FALSE,10,TRUE,NUEVA YORK-J.F.KENNEDY
IBE6546,IBERIA,04/11/2013,10:20,10:20,0,FALSE,10,TRUE,SAN JUAN PUERTO RICO
IBE6758,IBERIA,04/11/2013,10:20,10:20,0,FALSE,10,TRUE,MADRID-BARAJAS
JKK054,SPANAIR,04/11/2013,10:20,10:20,0,FALSE,10,TRUE,ESTOCOLMO /ARLANDA
KL3340,K.L.M. ROYAL DUTCH AIRLINES,04/11/2013,10:20,10:20,0,FALSE,10,TRUE,MENORCA
ROT9426,TAROM (ROMANIAN AIR TRANSPORT),04/11/2013,10:20,10:20,0,FALSE,10,TRUE,MENORCA
UX6018,AIR EUROPA,04/11/2013,10:20,10:20,0,FALSE,10,TRUE,MENORCA
AF4861,AIR FRANCE,04/11/2013,10:20,10:20,0,FALSE,10,TRUE,MENORCA
AFL1545,AEROFLOT,04/11/2013,10:20,10:20,0,FALSE,10,TRUE,MENORCA
EZY7203,EASYJET AIRLINE CO. LTD.,04/11/2013,10:20,10:20,0,FALSE,10,TRUE,LIVERPOOL
IBE0910,IBERIA,04/11/2013,10:20,10:20,0,FALSE,10,TRUE,MADRID-BARAJAS
IBE6250,IBERIA,04/11/2013,10:20,10:20,0,FALSE,10,TRUE,NUEVA YORK-J.F.KENNEDY
IBE6758,IBERIA,04/11/2013,10:20,10:20,0,FALSE,10,TRUE,MADRID-BARAJAS
JKK054,SPANAIR,04/11/2013,10:20,10:20,0,FALSE,10,TRUE,ESTOCOLMO /ARLANDA
KL3340,K.L.M. ROYAL DUTCH AIRLINES,04/11/2013,10:20,10:20,0,FALSE,10,TRUE,MENORCA
ROT9426,TAROM (ROMANIAN AIR TRANSPORT),04/11/2013,10:20,10:20,0,FALSE,10,TRUE,MENORCA
UX6018,AIR EUROPA,04/11/2013,10:20,10:20,0,FALSE,10,TRUE,MENORCA
AF4861,AIR FRANCE,04/11/2013,10:20,10:20,0,FALSE,10,TRUE,MENORCA
AFL1545,AEROFLOT,04/11/2013,10:20,10:20,0,FALSE,10,TRUE,MENORCA
AZ2405,ALITALIA COMPAGNIA AEREA ITALIANA SPA,04/11/2013,10:20,10:20,0,FALSE,10,TRUE,MENORCA
EZY7203,EASYJET AIRLINE CO. LTD.,04/11/2013,10:20,10:20,0,FALSE,10,TRUE,LIVERPOOL
IBE0910,IBERIA,04/11/2013,10:20,10:20,0,FALSE,10,TRUE,MADRID-BARAJAS
IBE6250,IBERIA,04/11/2013,10:20,10:20,0,FALSE,10,TRUE,NUEVA YORK-J.F.KENNEDY
IBE6546,IBERIA,04/11/2013,10:20,10:20,0,FALSE,10,TRUE,SAN JUAN PUERTO RICO
IBE6758,IBERIA,04/11/2013,10:20,10:20,0,FALSE,10,TRUE,MADRID-BARAJAS
JKK054,SPANAIR,04/11/2013,10:20,10:20,0,FALSE,10,TRUE,ESTOCOLMO /ARLANDA
KL3340,K.L.M. ROYAL DUTCH AIRLINES,04/11/2013,10:20,10:20,0,FALSE,10,TRUE,MENORCA
ROT9426,TAROM (ROMANIAN AIR TRANSPORT),04/11/2013,10:20,10:20,0,FALSE,10,TRUE,MENORCA
UX6018,AIR EUROPA,04/11/2013,10:20,10:20,0,FALSE,10,TRUE,MENORCA
